stateTime,ProveCommitSector,PreCommitSector,ProveCommitAggregate,PreCommitSectorBatch,PublishStorageDeals,SubmitWindowedPoSt,Others
"2021-07-20","34099.4302","8676.2866","2709.4702","1928.3510","15.6927","1154.4982","48.1354"
"2021-07-21","34745.3959","8011.6985","2736.0357","1964.9432","11.9615","1148.3022","43.5794"
"2021-07-22","33059.8185","8252.2748","3366.4192","2098.1157","20.1377","1239.4142","737.6855"
"2021-07-23","32547.9860","8419.3607","3626.6014","2159.6134","23.0171","1141.5300","37.3200"
"2021-07-24","33503.7023","7919.2466","3361.7317","2083.2457","14.3829","1136.1988","37.0170"
"2021-07-25","34282.7405","7693.9906","3231.7626","2018.9911","25.4609","1135.1505","101.9648"
"2021-07-26","32979.9793","8527.1679","3400.4701","1816.3255","28.8297","1180.7149","134.0688"
"2021-07-27","33954.7274","8782.8338","3510.2133","1939.5350","27.6452","1137.6796","47.4618"
"2021-07-28","31961.9723","8549.4220","4062.8935","2031.7098","14.1823","1201.5835","57.1671"
"2021-07-29","32408.6517","8048.7834","4032.2576","2236.5267","19.8088","1140.5642","43.8718"
"2021-07-30","32446.3866","8228.7915","4179.4695","2310.0716","22.3231","1184.5037","47.2274"
"2021-07-31","34141.5583","7795.4730","3720.8441","2231.1401","117.9793","1254.4417","55.8425"
"2021-08-01","34230.2512","7053.2732","3424.8200","2230.8021","80.4308","1169.8377","62.7768"
"2021-08-02","34975.7086","7213.7362","3444.5693","2208.8099","67.4194","1200.5943","58.7427"
"2021-08-03","33437.2509","7588.7070","3645.6678","2115.3631","94.5129","1197.8840","63.6733"
"2021-08-04","34688.2792","6971.5297","3689.9589","2207.7773","96.9320","1166.8727","69.9814"
"2021-08-05","34981.0638","7564.0528","3597.8145","2145.5235","73.0384","1182.9987","48.5514"
"2021-08-06","34980.5662","7664.2826","3326.8634","1836.7908","51.2658","1236.0969","46.1505"
"2021-08-07","35263.0378","7086.7521","3411.8158","2057.5179","73.8210","1214.8904","42.8754"
"2021-08-08","35109.8669","7035.2276","3537.5610","2081.7424","146.4680","1231.9542","54.7841"
"2021-08-09","33045.3349","7368.8365","4144.8746","2373.1209","115.1218","1139.1844","54.1228"
"2021-08-10","33164.1205","7425.0653","4045.3124","2301.5171","107.2642","1154.0598","59.1528"
"2021-08-11","33786.8476","7430.9658","4220.7339","2358.6774","113.8105","1208.1115","52.8089"
"2021-08-12","32812.7912","7256.2694","4201.8756","2376.5621","126.1977","1256.3280","57.4432"
"2021-08-13","34702.2499","7112.8030","3511.1834","2274.7277","131.6091","1201.4351","48.9978"
"2021-08-14","34263.2138","6867.4081","3398.0548","2148.7739","128.7992","1246.8048","48.9118"
"2021-08-15","34175.9651","7555.0686","3374.4642","2090.7391","168.1283","1240.1185","68.4659"
"2021-08-16","33260.3088","7808.0311","3763.2485","2391.4104","197.7196","1212.9486","60.2938"
"2021-08-17","34183.9034","7630.9475","3887.3046","2448.9713","161.9945","1233.4622","52.2533"
"2021-08-18","33760.7767","7490.0535","3927.0449","2377.0968","136.1050","1217.3755","101.6286"
"2021-08-19","32933.7082","7906.9418","4313.7119","2632.7796","138.1025","1199.3344","62.0059"
"2021-08-20","33187.8802","7679.6372","4323.7381","2678.5108","166.6994","1234.3662","66.4443"
"2021-08-21","33709.2266","7202.9429","4162.9935","2565.4831","150.3386","1206.0861","49.1926"
"2021-08-22","33887.4195","7319.6982","3779.8704","2576.2259","159.1189","1204.8600","62.0671"
"2021-08-23","33411.5369","7570.6168","4011.8461","2749.8305","180.3492","1221.3405","55.7963"
"2021-08-24","32237.4717","7963.8325","4306.1340","2563.1094","163.3851","1292.4366","672.3715"
"2021-08-25","32347.0231","8440.4990","4279.7243","2547.4053","153.2596","1284.1768","429.6884"
"2021-08-26","31364.4171","8762.3457","4807.1801","2744.9905","142.9193","1259.1482","115.8307"
"2021-08-27","32722.7321","9070.9124","4577.6384","2674.7047","142.2347","1238.0960","46.3066"
"2021-08-28","32060.1471","8900.6755","4621.5917","2595.4425","149.5482","1226.5885","41.0206"
"2021-08-29","31446.6521","8982.9869","4612.4825","2636.7618","144.7374","1286.2674","58.4111"
"2021-08-30","29666.7368","9406.6979","4952.1021","2743.7666","122.6547","1281.8342","54.6568"
"2021-08-31","30393.5962","9061.1554","5031.4560","2561.3245","137.8559","1320.1583","73.1257"
"2021-09-01","30310.4691","9448.1612","5026.1734","2601.3813","157.6493","1302.7752","55.9018"
"2021-09-02","29454.3140","9730.7680","5258.2523","2672.8219","125.0640","1336.9717","52.4633"
"2021-09-03","31215.8356","9307.1888","5186.1951","2518.3459","143.1043","1282.6170","42.4312"
"2021-09-04","30678.7937","9152.3549","5035.8109","2378.1022","171.9210","1315.6204","50.4614"
"2021-09-05","31845.5910","8876.2199","4663.1530","2347.4095","192.9447","1359.6298","122.1267"
"2021-09-06","31362.3779","8940.4449","4393.9840","2248.7808","180.9513","1355.1918","61.8765"
"2021-09-07","29974.9486","9285.3629","4997.8782","2284.2237","160.2522","1339.3828","54.9387"
"2021-09-08","29710.7349","9074.6248","5420.9470","2523.7321","153.7097","1366.5249","59.6527"
"2021-09-09","29659.8955","8497.3005","6211.2284","2725.7756","138.6878","1330.3449","54.0045"
"2021-09-10","30323.4864","8160.2817","6343.6758","2765.8135","111.7177","1327.4552","39.6782"
"2021-09-11","30713.2585","7652.0610","6001.4261","2726.5385","138.8857","1371.0950","46.1795"
"2021-09-12","32051.3158","7935.9503","5671.2303","2654.8913","133.9403","1480.6316","60.5981"
"2021-09-13","31263.7222","7852.2474","5777.0928","2575.7094","125.0589","1441.0692","52.4315"
"2021-09-14","31336.9311","7835.7586","5827.4025","2652.8734","112.7820","1344.2557","103.1637"
"2021-09-15","32411.5671","8102.3057","5881.5222","2646.1887","93.5999","1375.2712","71.6253"
"2021-09-16","31183.5751","8407.5311","6099.0069","2615.8795","137.3554","1402.1458","51.4514"
"2021-09-17","32038.1915","7520.7283","5914.0492","2590.7864","165.9487","1371.7819","52.6718"
"2021-09-18","31621.2081","7442.3346","5921.0713","2666.4889","116.3029","1447.1677","43.7817"
"2021-09-19","31595.5136","7330.7027","5893.3280","2705.3338","87.7780","1426.2517","46.5923"
"2021-09-20","32950.1539","6752.5902","5507.3611","2755.7859","114.1405","1476.3950","43.9452"
"2021-09-21","32640.0085","6793.4215","5588.0365","2816.5392","97.3058","1434.4014","59.2349"
"2021-09-22","32076.9346","7128.7929","5692.5504","2766.3010","85.3709","1455.2630","61.3216"
"2021-09-23","30228.8244","7253.4493","6205.2742","2782.6880","190.2504","1468.9656","59.9717"
"2021-09-24","32035.0305","6955.9006","6094.1761","2855.9650","124.2317","1429.6703","47.6621"
"2021-09-25","32340.7033","6714.8333","5425.5621","2839.3654","216.0701","1476.5327","177.4814"
"2021-09-26","32674.0677","6743.4931","5299.3263","2869.1955","161.8687","1438.9302","97.3704"
"2021-09-27","33514.8832","6029.5912","4967.0228","2791.2605","149.6069","1477.8320","83.3653"
"2021-09-28","34898.8207","5635.4033","4640.2754","2737.5854","156.5259","1505.7323","70.1737"
"2021-09-29","33217.4166","5992.5402","5166.0370","2936.1007","143.5082","1516.0585","67.7222"
"2021-09-30","33410.8199","5841.1539","5380.0025","3016.7126","59.9705","1546.1230","56.1436"
"2021-10-01","33023.4410","5926.6418","4954.9454","2802.8725","95.3071","1481.3618","48.1498"
"2021-10-02","34184.7524","5953.1701","4670.5222","2815.8198","94.5509","1463.8598","41.3967"
"2021-10-03","32926.7082","6226.8600","4791.1251","2865.8800","190.0810","1478.1087","43.5880"
"2021-10-04","34085.3291","6076.1883","4533.5436","2817.2667","176.7652","1490.5756","48.8659"
"2021-10-05","34942.1783","5933.6769","4251.8136","2616.1714","75.7328","1467.2018","43.2469"
"2021-10-06","35027.7274","5780.8766","3771.1695","2471.4025","111.6272","1487.7227","49.3802"
"2021-10-07","35726.0174","5115.1500","3797.7961","2430.8403","184.7906","1527.6287","62.7044"
"2021-10-08","35342.2632","5250.3113","4061.7157","2581.6228","158.0729","1568.8760","60.6368"
"2021-10-09","34589.9476","5432.0607","4319.2983","2500.0256","151.1621","1523.8612","55.5037"
"2021-10-10","35391.9571","5250.0285","4030.1206","2354.2428","144.1719","1552.7127","61.5536"
"2021-10-11","34752.5337","5167.7319","4019.5969","2303.2144","168.5799","1574.6546","69.8821"
"2021-10-12","35226.4622","5470.9087","3759.2212","2251.1215","156.7123","1586.5481","67.0571"
"2021-10-13","35459.9668","5380.5720","3612.5232","2191.8368","157.9662","1549.9067","65.7629"
"2021-10-14","37072.4155","4664.7942","3342.7423","2225.8642","145.5466","1574.0050","67.1368"
"2021-10-15","36841.3365","4804.6488","3305.4492","2257.7412","113.7622","1602.0779","57.1290"
"2021-10-16","36996.0966","4734.0629","3223.5912","2200.9260","201.7900","1555.1328","55.8809"
"2021-10-17","37743.5035","4260.5067","2667.3695","1939.6689","175.7564","1534.5067","68.3838"
"2021-10-18","38833.2138","4527.8393","2492.2467","1942.7282","175.5992","1568.4009","145.6327"
"2021-10-19","37245.4772","4462.5467","2491.4205","2041.6431","192.4513","1593.2720","111.1080"
"2021-10-20","37713.7083","4185.3825","1901.9830","1953.0804","183.8325","1551.6763","71.2908"
"2021-10-21","38147.2626","4075.8791","2065.7554","2033.4921","163.8075","1610.6288","71.9736"
"2021-10-22","38541.5153","3988.0328","2154.3276","2056.6062","152.7987","1646.1170","59.6362"
"2021-10-23","38199.8490","4056.2137","2018.1336","1936.2319","149.7262","1648.1029","71.6317"
"2021-10-24","39719.4431","3384.3959","1637.3720","1922.2598","161.3286","1720.6996","89.2653"
"2021-10-25","37805.0328","6661.2418","1123.3826","1201.6424","198.0595","1678.6611","80.5879"
"2021-10-26","32731.0923","11439.2986","1549.1887","556.3205","146.1090","1852.8811","96.7723"
"2021-10-27","32466.6827","12193.1718","1842.3473","494.0507","145.9342","1669.4020","105.9812"
"2021-10-28","32232.7569","12324.0911","1909.1725","474.7671","140.3697","1680.3476","76.5473"
"2021-10-29","31931.6767","12642.9232","1971.9649","458.1490","86.3552","1671.6631","64.7520"
"2021-10-30","32171.6927","11947.1665","1617.2556","294.3701","78.8648","1656.8376","54.9214"
"2021-10-31","33961.6205","11432.8223","1238.7227","219.2861","104.8970","1653.0016","77.9492"
"2021-11-01","32909.5257","11774.9560","1462.9474","312.1027","97.0034","1629.4598","62.0323"
"2021-11-02","32608.0650","12976.6611","1666.8201","390.0348","123.3428","1608.8103","58.2106"
"2021-11-03","32001.1146","11710.5892","2101.6958","551.4871","113.7299","1567.1682","56.1044"
"2021-11-04","33765.3776","12178.6742","1658.4073","426.2909","144.6460","1627.3049","68.8322"
"2021-11-05","32134.4049","12298.5088","1640.2836","445.8351","109.3234","1616.4007","47.4487"
"2021-11-06","34257.4430","11808.2865","1140.9140","342.2378","123.1342","1587.0742","49.7464"
"2021-11-07","34699.3874","11204.4145","1000.2508","310.5544","124.4531","1615.4437","141.0045"
"2021-11-08","33473.6752","11863.2343","1313.4185","299.8811","176.1182","1684.8273","92.1123"
"2021-11-09","32413.3511","12244.5602","1616.2100","333.2957","168.3578","1735.4668","71.7790"
"2021-11-10","33462.6421","11861.2482","1509.1441","330.1958","124.0652","1823.6742","67.0895"
"2021-11-11","31957.7854","12179.7697","1682.8443","362.8357","141.4643","1656.1618","51.3976"
"2021-11-12","32877.8218","12756.3824","1618.5983","336.6815","85.1704","1688.6826","81.3521"
"2021-11-13","34086.7591","11596.5735","1077.2167","323.0459","106.1124","1604.7304","49.8212"
"2021-11-14","34148.1464","11505.2700","681.9193","248.2303","148.1972","1656.5584","99.0693"
"2021-11-15","34792.2687","11353.6560","687.4656","245.8742","111.0026","1662.2214","60.4807"
"2021-11-16","35814.6886","10884.8451","682.2715","245.5920","104.7955","1666.7207","59.7021"
"2021-11-17","35605.9663","10744.8081","806.9930","374.9950","82.6496","1705.3943","70.6617"
"2021-11-18","35808.7265","10356.1983","753.5654","396.7288","95.6510","1646.9734","64.1265"
"2021-11-19","36631.8817","11085.3398","549.5003","352.3195","53.3875","1699.6441","62.0328"
"2021-11-20","35964.6429","10560.8203","658.2437","361.8706","27.6650","1629.2397","150.8565"
"2021-11-21","34498.6752","10495.8813","610.0400","354.6664","65.2356","1647.8697","766.9984"
"2021-11-22","34802.1832","10923.5410","401.7388","177.7709","118.1536","1789.2245","188.9262"
"2021-11-23","35670.7981","10214.3826","37.3213","41.3138","90.3827","1764.1878","65.2449"
"2021-11-24","36111.7640","9905.0414","21.1212","16.8490","87.7100","1725.5768","59.8050"
"2021-11-25","38335.0970","10981.3039","109.5526","37.7207","107.8734","1714.0407","59.1311"
"2021-11-26","35012.1232","11012.7262","456.8070","72.8297","94.6217","1751.8354","50.4533"
"2021-11-27","35006.0885","10037.9301","117.7077","18.0915","97.0583","1695.5001","42.3693"
"2021-11-28","36181.6744","10191.6176","28.9065","20.4952","111.4367","1697.8410","57.6236"
"2021-11-29","34255.8509","10148.1266","31.2185","11.9398","144.7352","1664.1932","68.6185"
"2021-11-30","33971.1786","9021.5232","42.2687","10.7215","177.1562","1757.5278","65.8173"
"2021-12-01","34053.2805","9445.4937","53.9793","33.2610","133.1797","1742.9233","66.3127"
"2021-12-02","34423.5244","9550.0366","50.2321","39.5235","175.2083","1696.9919","81.0264"
"2021-12-03","33933.4677","9109.9656","51.3101","37.7988","149.0667","1682.4126","79.3194"
"2021-12-04","33088.1609","9156.2373","53.7414","35.2802","165.3187","1657.1125","79.9259"
"2021-12-05","34042.8201","9888.5110","68.9682","34.6759","157.5701","1711.9093","109.3993"
"2021-12-06","34831.8898","10384.8245","64.8623","20.4929","193.5101","1759.6080","132.1919"
"2021-12-07","35306.5352","10337.5542","66.0155","41.5075","224.5619","1747.4234","100.3531"
"2021-12-08","35030.5108","10476.7570","64.7528","40.9733","134.2827","1723.6464","82.2397"
"2021-12-09","33908.2348","9867.3490","84.5946","36.3067","166.3015","1792.0686","85.1302"
"2021-12-10","32644.3078","9406.7952","74.4035","39.2513","148.4598","1714.1890","67.5100"
"2021-12-11","31734.8392","9224.3215","75.8708","53.0189","138.8149","1743.8621","233.1170"
"2021-12-12","31859.3098","9212.0988","83.0977","79.0286","159.0988","1700.3038","79.2969"
"2021-12-13","32883.0229","9214.0197","189.5112","87.5722","203.2003","1678.0341","68.6810"
"2021-12-14","34797.5908","9983.8569","85.6795","41.5491","169.1328","1744.4085","79.0855"
"2021-12-15","33781.2392","10060.5005","81.6719","52.6467","147.8918","1760.6012","77.6333"
"2021-12-16","34260.4112","10561.2817","87.1667","43.8726","208.1542","1839.9761","61.7825"
"2021-12-17","35094.9083","10459.8326","87.1223","34.6657","178.8828","1742.8752","43.5003"
"2021-12-18","35067.1498","10099.2085","86.6834","34.7174","136.8912","1699.2014","40.4023"
"2021-12-19","37045.5829","10492.7368","86.4404","41.8298","163.3809","1725.0617","76.9778"
"2021-12-20","37249.8032","10392.5528","65.8106","56.3243","247.5369","1731.9790","80.3937"
"2021-12-21","35516.8356","10601.6278","279.4254","87.0247","245.7245","1727.2784","59.6432"
"2021-12-22","35431.7471","10697.0170","338.8791","107.9182","425.5184","1827.6514","105.3842"
"2021-12-23","35274.5442","10422.4422","447.0247","126.4457","733.8496","1856.3950","141.5871"
"2021-12-24","35836.7340","10361.7644","206.6297","41.0636","641.2354","1764.6198","74.1752"
"2021-12-25","36013.1204","10290.0923","81.0693","46.9006","646.7021","1759.1919","49.4064"
"2021-12-26","35159.1763","10270.2193","113.8318","93.1670","1413.2661","1846.0258","66.9924"
"2021-12-27","35212.2907","9848.5407","55.4248","90.8317","399.2490","1829.5308","123.5054"
"2021-12-28","35003.5670","10417.9481","45.2369","93.0953","485.2278","1838.4767","92.2063"
"2021-12-29","34823.9811","11005.6202","43.3585","59.4792","394.7714","1767.8080","83.4599"
"2021-12-30","32800.2505","9787.8314","43.3808","9.6438","337.9245","1886.7129","111.4871"
"2021-12-31","32406.6266","9158.7262","34.4892","25.8025","228.0234","1827.0329","83.3733"
"2022-01-01","32212.6050","9337.9042","29.0073","43.2424","265.9046","1814.6978","44.2698"
"2022-01-02","33684.6107","9215.3565","25.9405","41.4907","306.5998","1767.4139","117.8446"
"2022-01-03","31178.4936","9033.0475","28.8249","41.9458","348.5649","1776.3675","184.8194"
"2022-01-04","32632.1423","9687.2213","30.4823","43.2821","355.8261","1814.2864","141.1320"
"2022-01-05","34291.0203","9994.1117","27.9158","42.5842","460.7040","2020.9501","97.3042"
"2022-01-06","35072.6080","9559.7052","30.8391","44.8435","553.8010","1934.6829","83.5545"
"2022-01-07","34610.2264","9611.0915","34.7213","54.2903","772.0781","1888.6493","99.7715"
"2022-01-08","34483.7402","9883.7210","34.1568","59.6566","548.0546","1805.5113","56.7695"
"2022-01-09","37943.8235","10382.3387","59.9692","63.9934","385.1173","1821.6134","190.1371"
"2022-01-10","36027.4298","10013.7254","137.5936","58.0156","299.3834","1897.3295","92.2597"
"2022-01-11","35843.7876","10515.9606","87.6020","38.0620","432.7047","1834.5898","68.9494"
"2022-01-12","35968.0521","10652.6673","72.0355","35.2344","343.2734","1808.4876","60.3105"
"2022-01-13","35599.9871","10263.7242","89.1022","33.9889","348.5756","1813.2749","117.6536"
"2022-01-14","35377.0695","10518.5164","258.8520","66.1277","310.2477","1781.7555","52.0000"
"2022-01-15","34668.3867","10484.3963","131.1026","51.0002","252.0113","1823.8658","55.7368"
"2022-01-16","30646.1137","8641.6094","31.1567","48.2450","238.0645","1796.0037","149.3925"
"2022-01-17","32331.4777","8823.8335","29.0236","50.0859","461.3685","1836.1713","55.8042"
"2022-01-18","34032.3016","9442.5385","29.2165","50.2031","359.0770","1792.7303","51.9811"
"2022-01-19","31925.9854","9087.5585","26.1719","43.1313","511.9862","1799.7024","122.1690"
"2022-01-20","34845.3466","9461.8264","28.8925","56.6519","481.4068","1795.7530","60.1276"
"2022-01-21","34293.6813","9512.6930","25.9307","71.6354","398.1556","1803.7706","53.1195"
"2022-01-22","35146.3943","9419.7597","23.4302","77.9231","382.7358","1785.9313","48.0839"
"2022-01-23","34969.8998","9050.5405","29.9061","74.7145","410.6038","1848.6181","110.7779"
"2022-01-24","35573.5236","9556.8660","30.2997","78.7526","1581.8161","1858.2959","78.0493"
"2022-01-25","35552.6812","10142.1372","123.5710","66.8431","611.6170","1850.1731","95.3753"
"2022-01-26","36340.7169","9671.1688","133.2676","68.8750","483.7668","1956.6125","72.0668"
"2022-01-27","35877.3253","9921.1544","116.2083","78.5865","454.6198","1917.7832","68.7881"
"2022-01-28","35093.9929","10170.6468","232.7588","100.6253","357.4224","1877.4541","55.6508"
"2022-01-29","35139.2942","10040.0591","240.6057","92.8387","283.3108","1949.0034","70.3641"
"2022-01-30","34884.7707","9494.9047","76.1958","67.2327","235.6464","1909.2546","53.2112"
"2022-01-31","34104.9210","9874.4677","87.3817","27.0756","238.9178","1873.3844","42.2995"
"2022-02-01","32047.7503","9647.0682","30.9880","8.6341","227.7398","1801.7195","42.9432"
"2022-02-02","30849.9371","8780.2924","30.8704","8.1570","327.7853","1820.3962","46.4223"
"2022-02-03","29491.2270","8676.1964","31.3594","8.2628","352.7606","1807.5573","65.2222"
"2022-02-04","29582.5477","8844.7867","28.1697","8.1577","336.5439","1807.5135","73.5598"
"2022-02-05","28527.9956","8208.4830","33.1117","13.4926","306.9963","1821.7954","48.5993"
"2022-02-06","28697.6012","8141.7696","25.3875","34.0941","326.7047","1848.1494","88.3770"
"2022-02-07","29765.9419","8410.4134","27.4494","50.0586","322.0512","1818.2734","73.7913"
"2022-02-08","29911.5745","8671.3908","28.1800","53.2300","336.1196","1813.2906","63.4207"
"2022-02-09","29949.9811","8580.1350","27.2530","32.6854","460.3489","1846.0628","77.8601"
"2022-02-10","31367.5091","9302.7020","28.6668","48.9071","426.2898","1812.2175","76.2184"
"2022-02-11","31130.5620","9338.5144","29.1365","75.3194","345.7191","1878.9921","65.8799"
"2022-02-12","32333.1019","9380.5267","27.7364","73.5498","326.3180","1957.5530","113.9726"
"2022-02-13","29274.4877","8864.2634","27.5742","79.0293","300.8178","1835.2069","62.4249"
"2022-02-14","31180.5084","8932.0315","27.6594","75.0720","315.4941","1822.9695","66.2443"
"2022-02-15","30743.6323","8776.9308","27.8858","68.0505","444.8892","1871.8517","89.4128"
"2022-02-16","33250.8335","9264.8159","27.6201","67.9187","407.2879","1829.7699","719.7639"
"2022-02-17","33395.8887","9501.1196","27.9159","66.7525","571.1318","1899.1630","94.9298"
"2022-02-18","32211.9263","9214.1049","28.1688","71.9451","616.3194","1978.8147","141.5731"
"2022-02-19","32781.3611","8870.6053","27.9306","70.1664","540.8917","1892.4861","52.1518"
"2022-02-20","31908.9614","9009.6922","27.1215","43.6569","412.0401","1831.6587","57.5323"
"2022-02-21","32473.9413","9494.3520","25.0289","37.2890","579.6911","1917.7008","406.1725"
"2022-02-22","31771.5986","8846.6381","8.4034","57.3384","544.4842","1957.9347","389.2674"
"2022-02-23","33276.4651","9312.7567","18.1316","57.4786","548.5565","1937.3744","127.6088"
"2022-02-24","31991.3605","9215.7423","28.0775","58.2385","709.0089","1917.3533","106.1763"
"2022-02-25","31862.5465","8957.1741","29.8345","58.1403","645.4420","1911.1339","80.9690"
"2022-02-26","30047.6017","8098.3578","26.8155","64.9488","553.4514","1863.3665","71.7788"
"2022-02-27","25056.7507","6876.7911","28.6294","22.5819","582.6193","1884.3187","128.9799"
"2022-02-28","22263.4571","6738.3760","25.8880","1.0923","458.2499","2282.0864","200.8475"
"2022-03-01","30392.6223","8077.6245","26.0152","1.5627","637.4920","2231.6080","141.0114"
"2022-03-02","34522.3833","9379.6433","36.3137","34.0133","712.6437","2022.9605","130.0322"
"2022-03-03","34778.6961","10041.7822","313.0750","108.9405","997.8847","1975.6416","120.1580"
"2022-03-04","34623.9294","9577.6811","253.8997","84.2048","789.5795","1998.4135","92.6424"
"2022-03-05","33938.5057","9668.1030","299.0860","99.2934","777.4142","1985.0336","91.1225"
"2022-03-06","33657.1553","10025.0867","436.9358","143.6559","807.5807","2015.9627","178.7989"
"2022-03-07","32255.7000","9974.0945","919.5532","167.1637","872.9718","1916.2388","66.7877"
"2022-03-08","34764.6539","9960.8744","336.6135","83.4195","838.8581","1857.7194","89.4647"
"2022-03-09","34502.6917","10205.4248","386.1105","112.2044","702.9448","1865.4002","63.4470"
"2022-03-10","33908.8447","10402.3318","524.7101","167.9732","693.2981","1883.4687","82.5380"
"2022-03-11","34671.7920","9826.1823","409.7401","154.9940","811.8793","1907.2185","106.6292"
"2022-03-12","34317.3006","10125.8692","379.0399","144.6579","486.0696","1855.4435","130.3610"
"2022-03-13","33067.1704","10066.5025","462.6999","169.2171","632.1141","2013.2243","327.4203"
"2022-03-14","34127.7480","9923.3299","316.9549","142.3960","509.8154","1882.6656","383.8703"
"2022-03-15","34834.2460","10110.7566","227.7539","122.0531","573.0196","1908.1161","75.3303"
"2022-03-16","34999.7375","10667.9049","458.8653","171.0496","582.2108","1891.2034","143.7393"
"2022-03-17","32725.7239","10668.5553","1133.0337","306.0412","604.7549","1881.9062","75.9448"
"2022-03-18","32914.4798","10459.7673","1197.1885","276.8275","531.9097","1925.4653","86.1640"
"2022-03-19","33218.4948","10692.4443","942.0196","217.5326","588.9499","1868.8447","225.6214"
"2022-03-20","31631.3431","10954.7339","1153.1395","242.7739","593.7393","1875.7775","186.9404"
"2022-03-21","32662.3411","10309.0542","848.4361","194.9817","901.9685","1874.0116","274.9270"
"2022-03-22","32771.1384","10990.3332","886.9187","200.8973","703.4092","1931.4774","167.7239"
"2022-03-23","32345.8021","11450.8503","1129.1204","255.5542","837.0807","1856.9727","86.6093"
"2022-03-24","32402.3355","11265.9861","1524.1271","383.6833","838.9206","1874.0365","60.3238"
"2022-03-25","31868.5500","11294.3465","1676.9771","424.2577","656.1602","1970.9656","59.8460"
"2022-03-26","32372.2018","11953.2701","1404.6588","299.2852","594.7842","1925.6960","66.9815"
"2022-03-27","32264.1113","11699.4079","1436.8166","331.4767","724.3567","1885.4432","130.1654"
"2022-03-28","31642.4960","11014.8769","1963.2864","456.9468","700.0542","1967.3905","125.4220"
"2022-03-29","30214.5125","11020.0216","2132.5741","500.4673","665.3898","1946.2625","861.8147"
"2022-03-30","25168.8488","9227.0867","1625.6670","402.7456","420.0141","1547.6618","726.6953"
"2022-03-31","32112.7555","11260.3084","1759.8986","426.2743","433.5953","2082.5193","237.1584"
"2022-04-01","31803.1915","11165.2840","1751.5722","473.6587","493.0807","1923.2767","132.1382"
"2022-04-02","32784.7581","11880.2123","1266.7802","240.3282","384.5065","1869.0759","49.3306"
"2022-04-03","31583.8040","11377.3005","1229.5376","263.2119","454.2594","1870.9295","123.6851"
"2022-04-04","32865.8724","11065.0110","760.6042","162.2383","606.6691","1845.4547","122.7252"
"2022-04-05","31908.1788","11434.5420","941.6932","188.4487","583.9142","1850.5021","220.5551"
"2022-04-06","32315.2813","11941.2660","987.1117","214.6912","686.9531","1882.5461","84.8243"
"2022-04-07","32735.0341","11455.1688","914.4395","165.9120","548.1626","1894.6437","84.0299"
"2022-04-08","31319.5157","12210.8828","965.6330","175.2611","666.6542","1891.3935","88.6237"
"2022-04-09","31442.2660","12314.2742","1040.1365","202.8891","402.4587","1868.0987","87.7199"
"2022-04-10","32108.0409","11930.1793","999.8311","161.3029","383.4380","1983.8553","163.0146"
"2022-04-11","31914.2122","11732.4419","966.9796","154.8372","267.4722","2037.9622","497.6374"
"2022-04-12","31314.8144","12005.4544","896.5763","125.9695","376.0166","2021.6544","159.0197"
"2022-04-13","31418.1239","12520.3808","995.9287","163.7375","498.3744","2267.4456","194.1244"
"2022-04-14","31842.9476","12467.9440","1109.3635","208.0506","473.3569","1960.9921","282.9131"
"2022-04-15","31530.2601","12717.7882","1228.0510","270.5470","449.1581","1923.0987","401.4269"
"2022-04-16","31036.6175","13021.0924","1138.7003","205.4250","507.8962","1869.9042","124.8361"
"2022-04-17","32967.1369","12014.6894","954.2127","137.5050","689.2724","1926.4485","257.5034"
"2022-04-18","32194.7652","12311.4263","815.0924","141.1222","836.8072","1882.2104","212.9577"
"2022-04-19","32061.7175","12694.7307","1139.9101","220.1034","719.4547","1924.1620","168.2262"
"2022-04-20","31753.7046","12426.2511","1153.2747","201.4857","635.3981","1940.9265","145.7560"
"2022-04-21","32101.3473","12542.5629","1119.4842","195.7969","567.2093","1921.7175","130.5585"
"2022-04-22","31607.4325","12451.9948","1119.8631","245.8621","446.2050","1894.3812","120.5416"
"2022-04-23","33290.6387","11642.7130","877.6560","151.2866","420.3547","1923.7927","168.0434"
"2022-04-24","32313.7563","11503.5127","1046.8639","198.3977","402.3509","1917.6166","284.4076"
"2022-04-25","32158.6561","12165.5042","1122.1527","214.2556","459.2085","2008.9738","110.6758"
"2022-04-26","31573.7389","12254.0734","1448.4911","289.0423","478.9739","1963.2083","118.3767"
"2022-04-27","31596.6934","11352.4837","1479.7625","289.0201","450.4371","2018.4358","160.0717"
"2022-04-28","31721.2553","11565.9526","1527.9834","331.8985","631.0094","1957.5268","182.4220"
"2022-04-29","31558.0964","12173.6780","1162.5227","221.5950","460.5818","1955.2318","114.1455"
"2022-04-30","32381.8407","12501.9920","954.1430","162.8298","481.1045","1955.9994","189.7843"
"2022-05-01","32285.1654","11990.8114","920.1449","126.4782","463.5199","1909.9067","168.7218"
"2022-05-02","32220.6923","12004.6292","877.9678","175.8454","583.9242","1903.1108","341.4996"
"2022-05-03","33065.0869","12090.8537","768.2391","189.6008","860.4567","1929.2482","130.9528"
"2022-05-04","32840.4395","11283.7903","1045.8644","220.1938","565.3930","1909.2538","189.0226"
"2022-05-05","31842.0554","11582.6787","1432.6039","397.7878","559.8895","1943.0643","120.5983"
"2022-05-06","30436.9046","11649.9264","1839.2861","529.5530","621.4743","1898.5505","221.1125"
