,date,onboarded_data_pibs,unique_data_onboarded_data_pibs,unique_data_onboarded_ratio,onboarded_data_pibs_with_payments,deal_storage_cost_fil,deals,verified_deals,regular_deals,unique_piece_cids,new_piece_cids,data_on_active_deals_pibs,data_on_active_deals_pibs_delta,unique_data_on_active_deals_pibs,active_deals,active_deals_delta,deal_ends,ended_data_pibs,deal_slashes,slashed_data_pibs,unique_deal_making_clients,unique_deal_making_providers,clients_with_active_deals,clients_with_active_deals_delta,providers_with_active_deals,providers_with_active_deals_delta,providers_with_power,mean_deal_duration_days,mean_verified_deal_duration_days,mean_regular_deal_duration_days,new_client_ids,new_provider_ids,new_providers_providing_capacity,active_address_count_daily,active_address_count_weekly,active_address_count_monthly,total_address_count,total_address_count_100,total_address_count_1000,total_address_count_10000,total_address_count_100000,total_address_count_1000000,clients_with_active_data_gt_1_tibs,raw_power_pibs,raw_power_pibs_delta,quality_adjusted_power_pibs,quality_adjusted_power_pibs_delta,verified_data_power_pibs,verified_data_power_pibs_delta,storage_providers_balance,storage_providers_initial_pledge,storage_providers_locked_funds,storage_providers_pre_commit_deposits,storage_providers_collateral,storage_providers_fee_debt,storage_providers_blocks_mined,storage_providers_win_count,storage_providers_rewards,network_utilization_ratio,sector_onboarding_count,ddo_sector_onboarding_count,sector_onboarding_raw_power_pibs,ddo_sector_onboarding_raw_power_tibs,sector_onboarding_quality_adjusted_power_pibs,sector_terminated_raw_power_pibs,sector_terminated_quality_adjusted_power_pibs,sector_extended_raw_power_pibs,sector_extended_quality_adjusted_power_pibs,sector_fault_raw_power_pibs,sector_fault_quality_adjusted_power_pibs,sector_recover_raw_power_pibs,sector_recover_quality_adjusted_power_pibs,sector_expire_raw_power_pibs,sector_expire_quality_adjusted_power_pibs,sector_snap_raw_power_pibs,sector_snap_quality_adjusted_power_pibs,active_sector_count,commit_capacity_added_events_count,precommit_added_events_count,sector_added_events_count,sector_extended_events_count,sector_faulted_events_count,sector_recovered_events_count,sector_recovering_events_count,sector_snapped_events_count,sector_terminated_events_count,mean_spark_retrieval_success_rate,providers_with_successful_retrieval,circulating_fil,yearly_circulating_fil_delta,yearly_inflation_rate,mined_fil,vested_fil,reserve_disbursed_fil,locked_fil,burnt_fil,reward_per_wincount,fil_plus_bytes_share,fil_plus_rewards_share,total_gas_used_millions,unit_base_fee,provecommit_sector_gas_used_millions,precommit_sector_gas_used_millions,provecommit_aggregate_gas_used_millions,precommit_sector_batch_gas_used_millions,publish_storage_deals_gas_used_millions,submit_windowed_post_gas_used_millions,github_repositories,github_contributors,github_comments,github_stars,github_forks,github_releases,github_commits,transactions,total_value_fil
90,2025-02-25,2.8337631225585938,0.6102981567382812,0.215366680397494,<nil>,5.252700312800005e-08,91122,91122,0,77392,18900,1242.460131463653,-2.372471809387207,337.874940347916,37232654.0,0.0,173893,5.582834959030151,<nil>,<nil>,59,90,711,0,856,0,1705,481.6409812109247,481.6281331625184,504.7217625854769,<nil>,1,3,9947,88485,167463,3490200.0,61562,16038,4024,1142,90,752,4024.795043945313,1.0040283203125,23296.291231719515,-49.43172140792012,2141.2773541971333,-5.603972192025594,151941777.33,132043914.803,6638511.955,280.201,847119.947,46614.716,14025,14082,87420.589,0.3087014662604357,90966,7535,2.91937255859375,236.390625,27.135093688964844,5.424530029296875,43.6890145389997,55.879852294921875,164.76297409887397,13.35064697265625,62.869991612020435,16.627197265625,29.326134875217363,5.337982177734375,43.36681157688496,0.145294189453125,0.3017405839707407,111921140.0,<nil>,90376,90966,1741150.0,431495.0,519969.0,602186.0,4735,163946.0,0.15558001419073456,162,693953252.668426,139739568.01534498,25.214023378512785,367577479.154491,488367888.690836,17066618.9617734,138682450.673791,40376283.4648841,6.1532061456764,0.5320214646503199,0.9191494615596306,47392207.46148,0.0018725811015901,19898933.40736,0.0,0.0,3647895.665109,10304950.05205,1620805.828947,63,78,149,19,5,28,127,233976,6575360.126182144
91,2025-02-24,3.0433883666992188,0.7399215698242188,0.2431242683058287,<nil>,4.3260937615999995e-08,121554,121554,0,60720,20434,1244.83260327304,-2.3620758056640625,339.1936544897617,37232654.0,0.0,126839,5.220442771911621,<nil>,<nil>,63,84,711,0,856,0,1703,481.4203186176477,481.4073877633629,504.6618080118307,<nil>,3,2,9485,88435,161947,3483602.0,61644,16061,4029,1141,89,755,4023.791015625,-11.643768310546877,23345.722953127435,12.977052347385325,2146.881326389159,2.7356467397703454,151746267.837,132211704.993,6640185.963,284.106,846661.998,46610.507,14163,14199,87490.365,0.3093681054605379,91906,6389,2.9505615234375,200.515625,27.751167297363285,3.001220703125,20.116512087725184,66.96939086914062,245.45026060579124,16.188201904296875,26.06957329771916,4.53765869140625,30.341254816629913,2.99334716796875,20.10843276977539,0.136688232421875,0.6080223430133742,111897364.0,<nil>,91890,91911,1698441.0,505553.0,129320.0,135518.0,4479,92833.0,0.16174273314608242,160,693504439.503535,139841639.00243008,25.257546448102214,367491053.125588,488180763.095859,17066618.9617734,138858234.067393,40375761.6122929,6.15745971418467,0.5335469257852827,0.9196037024424464,48164555.611963,0.0003108865770006,21297104.108462,0.0,0.0,4021273.938653,12401495.075609,1473047.099971,65,68,151,17,8,8,99,244449,7595779.49343129
92,2025-02-23,2.6589584350585938,0.8324813842773438,0.3130855199919659,<nil>,5.6683739896000034e-08,83970,83970,0,73914,23175,1247.1946790787042,-3.2464703619480133,340.26666779542575,37232654.0,0.0,159502,5.564674377441406,<nil>,<nil>,51,85,711,0,856,0,1701,481.1484699047804,481.1354196861032,504.6338945074432,1,3,2,26763,85757,156434,3476634.0,61611,16056,4024,1140,89,754,4035.434783935547,-1.018890380859375,23332.74590078005,5.491267097269883,2144.1456796493885,0.7233508309027457,151466529.325,132225182.436,6643811.346,286.887,846213.415,46606.517,14190,14233,87204.734,0.3090607941537295,86552,6987,2.781768798828125,220.140625,25.803825378417965,6.36187744140625,16.977933093633865,21.342498779296875,40.95901824727932,3.591583251953125,24.86517967614203,5.90411376953125,19.20135627381181,6.35986328125,16.975301907069223,0.096160888671875,0.2670670433143209,112273761.0,<nil>,86779,86545,690113.0,101369.0,190397.0,192694.0,3150,199805.0,0.13375235588157783,160,693219280.249299,140023935.79223502,25.31184276860864,367403710.349467,487993637.500882,17066618.9617734,138869192.164824,40375494.3979999,6.15845920788992,0.5313295331112542,0.9189427120010368,43337754.489304,1.0719306340148805e-07,20211140.753873,0.0,0.0,3498887.827956,9886800.965765,1491491.105405,32,28,70,22,7,17,36,258146,1669686.346867431
93,2025-02-22,2.88064956665039,0.8181571960449219,0.2840183011209767,<nil>,5.7326030136e-08,92317,92317,0,99046,29500,1250.4411494406522,-5.328054428100586,341.1349389674724,37232654.0,0.0,164481,5.907412439584732,<nil>,<nil>,58,80,711,0,856,0,1695,480.921841022111,480.9087147178413,504.58281846310575,1,<nil>,1,15211,71867,137684,3456271.0,61570,16047,4024,1141,89,754,4036.4536743164062,-6.654632568359375,23327.25463368278,-2.3425956159480847,2143.4223288184858,0.4791152169350425,151287950.385,132220055.43,6642754.174,282.699,845803.634,46602.986,14338,14396,87823.76,0.3097870681378303,93961,7593,3.01239013671875,241.390625,27.894535064697273,8.340484619140625,20.64142990112305,42.593170166015625,206.56607651710513,5.280059814453125,24.451031070869917,4.23419189453125,13.667524405795431,8.3402099609375,20.639507293701175,0.1163330078125,0.26998573255677,112290128.0,<nil>,93519,93965,1268475.0,170045.0,130525.0,145252.0,3809,185246.0,0.1517404895244623,165,692951342.67091,140083732.46757996,25.3376631009476,367316191.977612,487806511.905905,17066618.9617734,138862809.719997,40375170.4543823,6.15845920788992,0.5310162092177325,0.9188489440688606,46809421.86425,5.3340784733e-06,21478111.455308,0.0,0.0,3561530.996916,10108860.08023,1464164.9881429998,24,12,32,21,6,<nil>,8,252229,3854262.145703207
94,2025-02-21,2.683502197265625,0.755279541015625,0.2814529243856117,<nil>,5.749760310399999e-08,108660,108660,0,86281,26511,1255.7692038687528,-2.201105147600174,342.43745590472827,37232654.0,659289.0,239333,8.316003799438477,<nil>,<nil>,56,72,711,0,856,12,1701,480.9149286729768,480.9018469514573,504.5791013893322,2,1,1,6932,59673,125812,3441663.0,61427,16018,4022,1138,89,756,4043.1083068847656,4.179840087890625,23329.597229298728,35.19898188879597,2142.9432136015507,3.446571311211301,151263226.437,132241827.665,6641366.336,290.885,845358.267,46602.961,13977,14021,87381.756,0.3105949948781681,85891,6645,2.770660400390625,213.921875,25.792785644531257,2.551788330078125,11.843835830688477,40.266937255859375,125.4617550399445,3.34271240234375,14.182757734259312,7.288360595703125,30.281929523392748,2.551605224609375,11.843378067016602,0.11859130859375,0.4820825107862285,112430423.0,<nil>,85706,85855,1239543.0,101248.0,179973.0,168313.0,3884,72577.0,0.16187953595576254,159,692655186.017702,140195544.64347196,25.376612904200375,367227555.779114,487619386.310928,17066618.9617734,138883460.645484,40374914.388629,6.16017529288621,0.5300236973499974,0.9185513116833036,49405515.097517,0.00774672558991,19965847.975264,0.0,0.0,3385520.069971,10920054.259119,1491080.157906,59,68,155,17,7,22,74,221966,53727553.76619122
95,2025-02-20,2.5715560913085938,0.9955368041992188,0.3871340032457225,<nil>,5.4246237367999996e-08,99889,99889,0,72816,30628,1257.970309016353,-2.9459738731384277,342.70427112007746,36573365.0,0.0,168562,4.885004073381424,<nil>,<nil>,62,79,711,0,844,0,1703,480.68925374942614,480.6760667143949,504.5706862355894,<nil>,3,2,18390,60375,122854,3437293.0,61190,15970,4018,1141,90,757,4038.928466796875,9.892761230469205,23294.398247409932,18.250274762423945,2139.4966422903394,0.9286126146621428,151521799.39,132204697.587,6642756.703,298.953,844941.934,46602.857,14041,14087,87858.565,0.3114613985758462,81791,5625,2.60723876953125,181.859375,24.365592956542965,4.058441162109375,35.24007658824037,54.321502685546875,167.78396889425267,6.761474609375,29.829732934730316,18.122344970703125,58.05678302876599,4.03668212890625,35.03834915161132,0.134918212890625,0.5198333413284741,112337493.0,<nil>,82758,81813,1714137.0,186801.0,476116.0,467184.0,4420,128189.0,0.1604828700140901,159,692417691.960833,140449465.090142,25.44520830236937,367141245.522851,487432260.715951,17066618.9617734,138848248.020929,40374185.2188121,6.16945321857365,0.5297188746665512,0.9184597170387206,47231858.337987,1.183876210088605e-07,18597693.007005,0.0,0.0,3367223.6791749997,10589427.73406,1581456.5145609998,65,55,220,34,8,87,129,243489,46598963.65280635
96,2025-02-19,2.788482666015625,1.021636962890625,0.3663773762490013,<nil>,5.1397579056000024e-08,89729,89729,0,104273,30556,1260.9162828894914,-1.51592019200325,342.836669248587,36573365.0,0.0,201598,5.6267523765563965,<nil>,<nil>,53,77,711,0,844,0,1705,480.4988400636557,480.4855654707366,504.5715821543567,1,<nil>,2,15752,46514,108654,3421192.0,61248,15963,4006,1139,89,759,4029.035705566406,-6.822448730469205,23276.147972647508,6.218221995892236,2138.5680296756773,1.4489634140400085,151795108.085,132329347.577,6643740.53,290.954,844546.344,46602.754,14033,14083,87413.787,0.3129573364533464,88032,5287,2.83062744140625,167.9375,26.67233276367188,6.14935302734375,22.823663464117864,53.013214111328125,173.03636837005604,14.221466064453123,41.502892600675054,10.537445068359377,43.444759315704424,6.012786865234375,22.68648105274603,0.139862060546875,0.4888002740965209,112096720.0,<nil>,87619,88028,1610124.0,401122.0,288342.0,314451.0,4583,181345.0,0.1371018645503586,162,692019446.784782,140503894.68499207,25.47596240034399,367054482.893294,487245135.120973,17066618.9617734,138973088.221316,40373701.9699434,6.17378807291432,0.530789048784326,0.9187809048940456,44600731.217727,1.1265079638827648e-07,19999772.861094,0.0,0.0,3493819.7405959996,9656622.838136,1522054.22455,52,72,184,21,20,4,118,243880,4461289.038877088
97,2025-02-18,2.943511962890625,0.947723388671875,0.3219702860460535,<nil>,4.3160391488000006e-08,104597,104597,0,90315,36785,1262.432203081495,-3.215099334716797,342.97668821836123,36573365.0,0.0,136051,4.40276101231575,<nil>,<nil>,56,74,711,0,844,0,1703,480.3701974091354,480.3568760860119,504.5452037271144,3,2,<nil>,9852,34349,97211,3407376.0,61224,15955,4008,1141,90,757,4035.858154296875,-15.4532470703125,23269.929750651616,-39.697263307345565,2137.1190662616373,-2.693779581893068,152178752.973,132358071.071,6644820.423,317.305,844115.106,46602.65,14165,14212,87460.365,0.312803908070311,91464,4754,2.9356689453125,151.21875,28.020202636718743,7.321563720703125,20.238888871512017,67.52078247070312,167.29819728300302,14.560821533203123,60.59228552486299,3.65704345703125,17.256713279660865,6.92291259765625,17.36138343811035,0.1573486328125,0.589376355501833,112297096.0,<nil>,90881,91457,2025197.0,342267.0,108847.0,123236.0,5156,231585.0,0.12274250121208546,153,691716483.582524,140640982.31294894,25.5211821227651,366967813.727576,487058009.525996,17066618.9617734,139002894.453984,40373064.1788378,6.18116578992787,0.529532749803484,0.918403746449554,46421140.150578,9.9128328378e-06,20603050.797427,0.0,0.0,3698103.196081,10030039.002997,1484436.156521,58,59,150,35,7,16,104,237513,4119259.776614653
98,2025-02-17,2.5417938232421875,0.552703857421875,0.2174463767941937,<nil>,2.6090084831999996e-08,88217,88217,0,78810,20652,1265.6473024162117,-5.2389631271362305,343.468664002663,36573365.0,-436900.0,165766,6.206645965576172,<nil>,<nil>,56,76,711,0,844,-16,1708,480.1486807511953,480.1352583132386,504.5426005458156,<nil>,1,1,6855,28992,91315,3400143.0,61226,15942,4006,1144,90,758,4051.311401367187,-5.4761962890625,23309.62701395896,-34.74384736895445,2139.8128458435303,-3.2519612310989032,152309308.144,132353754.911,6646996.671,349.646,843659.906,46601.637,14219,14272,88122.997,0.3124043493642814,80320,5534,2.597442626953125,175.296875,24.425765991210938,9.250518798828123,68.45656253112081,84.2630615234375,475.47575019024254,6.12921142578125,19.653901722911673,6.97979736328125,25.850851754858947,9.222381591796877,68.19044208526614,0.115020751953125,0.4372849647359453,112675277.0,<nil>,73931,80317,2491910.0,188197.0,160351.0,133346.0,3769,276077.0,0.14285892077818568,152,691446174.199466,140730208.60095096,25.554045531984197,366880162.331615,486870883.931019,17066618.9617734,139000751.924607,40370739.1003349,6.18302412245191,0.5281778253632669,0.9179953177981374,47887051.196968,0.0075484811708131,17615569.964169998,0.0,0.0,3035659.573663,10869217.468038,1505148.2234349998,60,71,191,22,9,29,113,206325,4928801.596201753
99,2025-02-16,2.646148681640625,0.669647216796875,0.2530648490929431,<nil>,2.5131488000000012e-08,88661,88661,0,69063,18403,1270.8862655433477,-3.4729862241074443,344.2524784328998,37010265.0,0.0,286205,7.782649040222168,<nil>,<nil>,49,64,711,0,860,0,1718,479.66713931732943,479.65350042991656,504.5456082918475,<nil>,<nil>,1,13005,25461,89098,3395837.0,61272,15959,4018,1144,90,760,4056.78759765625,-11.68292236328125,23344.370861327916,-55.32034000355634,2143.0648070746292,-4.848601960030464,152973460.961,132732160.112,6653352.245,517.549,843267.854,46606.36,14071,14124,88289.681,0.3132740462620186,82566,5831,2.666900634765625,183.8125,25.047424316406257,11.2713623046875,79.49038204328379,26.2357177734375,80.11858897849106,7.23760986328125,26.242986251525593,3.456878662109375,21.555487730860033,10.620819091796877,78.03859305279241,0.159881591796875,0.5876473409576795,112887824.0,<nil>,88345,82580,818601.0,169190.0,98197.0,157710.0,5237,339095.0,0.15955079541021913,152,690787096.198094,140412339.12839997,25.512132837629313,366792113.321831,486683758.336042,17066618.9617734,139385512.459926,40369881.9616264,6.19351605502058,0.5282664560285961,0.9180220875537976,46831255.556034,4.28634945126e-05,18747975.906023,0.0,0.0,3914510.958998,9325634.853622,1481311.238244,42,13,25,19,4,<nil>,26,225766,2152700.259056858
100,2025-02-15,2.5068435668945312,0.5507736206054688,0.2197080136467251,<nil>,2.677819448e-08,82206,82206,0,68543,21135,1274.3592517674551,-2.8199062384665012,344.77600939391414,37010265.0,0.0,207889,6.119318011216819,<nil>,<nil>,57,72,711,0,860,0,1720,479.31277166726966,479.2989572453168,504.55912259542447,1,<nil>,2,2865,15369,82946,3387853.0,61227,15942,4018,1142,90,759,4068.4705200195312,0.508575439453125,23399.691201331472,-56.47043698251946,2147.9134090346597,-6.331001380219277,153127565.589,133178293.197,6666273.205,401.706,842859.883,46604.397,13990,14052,87947.937,0.3132280903835423,77504,5588,2.51495361328125,176.78125,23.593391418457028,14.16143798828125,116.54385152329894,23.082244873046875,28.54967477371458,5.052215576171875,36.9118807373532,15.958038330078123,58.90228683581067,11.044525146484377,85.37582173814266,0.16436767578125,0.5956796480859232,113191572.0,<nil>,78758,77483,725898.0,152579.0,459014.0,462716.0,5387,455185.0,0.16405018666779633,156,690055216.957306,140063375.72315,25.466446085609984,366704830.466701,486496632.741065,17066618.9617734,139844566.529787,40368298.6824463,6.19642779322626,0.52794124928902,0.9179238266667558,48736723.304736994,0.0047022676178042,16961599.925449,0.0,0.0,3752022.897439,10464727.601169,1586462.120979,27,25,38,8,12,<nil>,14,205960,2592044.182128569
101,2025-02-14,2.14251708984375,0.388031005859375,0.1811098766487194,<nil>,2.2712485952000004e-08,91402,91402,0,57557,9879,1277.1791580059216,-1.817563533782959,345.3661297131912,37010265.0,0.0,164359,5.3280925787985325,<nil>,<nil>,61,72,711,0,860,0,1730,478.9395616588531,478.925580559713,504.5344462866482,<nil>,1,1,7701,16173,85873,3387500.0,61181,15943,4014,1142,89,759,4067.961944580078,-18.597442626953125,23456.16163831399,-96.4867561099818,2154.244410414879,-8.654368164780863,153852379.986,133841009.169,6677832.795,359.942,842463.763,46602.445,14226,14282,88077.685,0.3139604488452904,64271,5450,2.108184814453125,172.09375,19.59841918945313,8.223968505859375,62.3115167712127,49.48431396484375,205.97537811620663,16.401641845703125,60.587985093924075,3.612579345703125,10.950499757690451,4.90447998046875,42.95197997568372,0.14495849609375,0.3205878980067735,113221294.0,<nil>,63610,64278,1548709.0,470741.0,111200.0,163911.0,4747,263499.0,0.16991690605890025,158,689125004.091542,139467462.06075,25.37351921806924,366617976.882673,486309507.146088,17066618.9617734,140521074.780876,40348024.1181167,6.19915369044258,0.5295635602700444,0.9184130138735368,45972580.93930299,0.0003000650186127,14761566.263145,0.0,0.0,2910348.1258179997,8596563.655049,1479843.313646,66,60,110,31,12,11,95,203728,8287692.67009329
102,2025-02-13,2.7889251708984375,0.3950653076171875,0.1416550403501573,<nil>,2.5537882432000004e-08,132197,132197,0,71996,10573,1278.9967215397046,-1.6002283096313477,346.2895229627029,37010265.0,0.0,107426,3.96021032333374,<nil>,<nil>,57,75,711,0,860,0,1734,478.57240488209385,478.5582380022107,504.529142769868,<nil>,1,<nil>,4351,15555,81788,3382757.0,61179,15943,4010,1141,89,763,4086.5593872070312,-1.5347900390625,23552.648394423977,17.174153527535964,2162.89877857966,2.078771507399779,153822836.574,134168928.346,6691251.086,391.593,842143.312,46602.224,14078,14117,87541.51,0.3129764186331421,89134,7426,2.866455078125,234.6875,26.586898803710938,7.43890380859375,32.9935883570606,48.957305908203125,138.3354802792235,3.79058837890625,11.265450398714616,6.2607421875,29.25286191045002,6.71063232421875,32.13423625980262,0.153533935546875,0.4143325377149969,113770016.0,231,87579,88918,1568504.0,117004.0,181481.0,218271.0,5032,222558.0,0.1735662561743888,154,688526234.21346,139177332.75076795,25.334961511745178,366529601.549394,486122381.55111,17066618.9617734,140860180.523983,40332187.324834,6.19927927729771,0.5292713438474947,0.9183250827502356,41975722.33141,0.000445806315925,20231262.089551,0.0,0.0,3571969.54896,10309639.942723,1513968.857796,76,79,144,27,15,7,161,227754,18509865.214544635
103,2025-02-12,3.1686859279870987,0.6982269287109375,0.2203522042193953,<nil>,2.6550286640000004e-08,97353,97353,1,73333,20965,1280.596949849336,-1.6419296115636826,346.9487074185745,37010265.0,-675280.0,122090,4.39046573638916,<nil>,<nil>,69,80,711,0,860,0,1736,478.3696878041558,478.35541672497624,504.53700982435663,<nil>,<nil>,1,3605,18492,81991,3381048.0,61164,15951,4009,1146,85,764,4088.0941772460938,-1.90301513671875,23535.47424089644,-1.3002577777660915,2160.82000707226,0.0669730398840329,153776216.085,134271074.59,6692080.752,438.758,841712.331,46602.121,14262,14307,88160.565,0.3132503544015705,102974,8534,3.29193115234375,268.765625,30.52030944824219,1.7877197265625,12.94860632519095,51.8759765625,175.74863682944311,6.581573486328125,28.029560025572614,3.049407958984375,7.36445511813358,1.527191162109375,12.41803797635484,0.1434326171875,0.3100546127630403,113820065.0,<nil>,102502,103108,1461814.0,191923.0,99400.0,160438.0,4698,54779.0,0.1751626491120087,147,688150361.909482,139103032.43109298,25.335344507229447,366442140.499821,485935255.956133,17066618.9617734,140963155.447394,40330498.0608516,6.19927927729771,0.5285641458797988,0.9181119466534944,46539949.950093,9.346549516987086e-07,23066176.704563,0.0,0.0,3919178.819671,10803201.355998,1504999.398109,75,59,174,34,7,3,91,240005,5220133.598978667
104,2025-02-11,3.016387939453125,1.0882110595703125,0.3607662811990975,<nil>,3.924605352000001e-08,102453,102453,0,103614,35516,1282.2388794608996,-3.1772918701171875,347.5349844266311,37685545.0,0.0,139328,4.813514709472656,<nil>,<nil>,78,87,711,0,860,0,1741,478.29818791267365,478.28388304045075,504.546245106211,<nil>,1,1,4546,27054,81959,3380251.0,61140,15969,4013,1144,85,767,4089.997192382813,22.8126220703125,23536.774498674204,76.32519887801027,2160.753034032376,5.945841867521267,153682735.627,134223463.617,6690874.676,460.364,841220.17,46602.019,14375,14433,87689.856,0.3135060537080402,97963,7322,3.08807373046875,229.5625,28.838104248046868,1.848480224609375,14.08930912434494,45.9251708984375,211.70241136698527,1.998779296875,7.287014784460454,23.390777587890625,64.58033522374099,1.7508544921875,13.901006206824231,0.139617919921875,0.2815605044889828,113859643.0,<nil>,99395,97664,1478565.0,64940.0,747239.0,709187.0,4575,55956.0,0.171969298963873,147,687923566.281095,139176163.61082304,25.362518880923133,366353478.005047,485748130.361156,17066618.9617734,140914983.696006,40329677.3508746,6.20390467602036,0.5283018379710751,0.9180327721430518,48127176.420609,1.0523080649042e-07,21397542.302437,0.0,0.0,4127700.757735,13590843.243368,1705630.918344,76,88,225,32,15,7,104,238841,5455096.023701465
105,2025-02-10,3.250793471932411,1.2432403713464737,0.3824421274623263,<nil>,4.2440712144e-08,110302,110302,1,70612,34863,1285.4161713310168,-2.3411059230566025,347.33954604162136,37685545.0,-939661.0,150623,6.223228454589844,<nil>,<nil>,67,79,711,-22,860,0,1738,478.2755346792301,478.26124609157665,504.5477612406802,1,1,<nil>,3341,29049,80911,3379674.0,61448,15974,4007,1145,85,770,4067.1845703125,-5.093536376953125,23460.449299796193,-19.465457746118773,2154.8071921648548,-1.5968801521289606,153835089.96,134189727.438,6691578.736,424.163,840754.167,46601.915,14126,14174,87811.685,0.3160456942902526,106572,8153,3.39501953125,254.96875,31.6705322265625,2.87432861328125,25.370787891818978,70.70797729492188,257.74683138481,24.302215576171875,71.84118850924233,18.7359619140625,48.742550135633735,2.84442138671875,25.277260505622408,0.109832763671875,0.1267663684725395,113130732.0,<nil>,104959,106516,1867259.0,776985.0,600323.0,745830.0,3599,86995.0,0.1739847890904564,148,687681169.269784,139165718.40627694,25.371339711068053,366264028.06218,485561004.766179,17066618.9617734,140881345.867319,40329136.6530297,6.20489065941368,0.5298031488153712,0.9184850488705576,48021732.424419,0.0007565373362401,22649744.156535,0.0,0.0,4297329.126061,12455444.390275,1640301.378919,67,75,208,24,9,7,127,250336,5656644.15006619
106,2025-02-09,3.3507232666015625,1.0828704833984375,0.3231751467487579,<nil>,6.571949515200001e-08,86866,86866,0,84446,33829,1287.7572772540734,-0.8766460418701172,347.7658727784292,38625206.0,939661.0,155328,5.593425273895264,<nil>,<nil>,60,87,733,0,860,0,1744,478.50081404427846,478.4866676947545,504.54584370500874,<nil>,<nil>,<nil>,2891,34097,81538,3378890.0,61415,15971,4005,1148,85,773,4072.278106689453,-14.544036865234377,23479.914757542312,-12.561797876114724,2156.4040723169837,0.2202487765689511,153825015.921,134222326.339,6703206.105,476.742,840229.799,46601.812,14191,14245,88282.05,0.3162252782143487,109644,8373,3.50115966796875,262.71875,32.67604064941409,2.762115478515625,20.201638347025657,48.764373779296875,296.0914772335119,21.124114990234375,45.54547880873775,6.50140380859375,26.629422112058418,2.75341796875,20.119807243347168,0.107269287109375,0.2223400133215767,113286914.0,<nil>,103737,109492,1479969.0,679987.0,194180.0,230696.0,3513,79289.0,0.17537681776662262,149,687362462.259489,139116117.43824208,25.37474599736733,366176290.448428,485373879.171202,17066618.9617734,140925532.534747,40328793.7871672,6.20889634733554,0.5295326143798236,0.9184037057137509,48007716.265792,0.0065313789523039,22594182.667176,0.0,0.0,4058549.179811,10858847.474625,1533467.840128,31,28,36,17,6,23,30,245394,2672319.805451224
107,2025-02-08,2.36956787109375,0.314117431640625,0.1325631713159724,<nil>,7.401360324800003e-08,83608,83608,0,73682,8486,1288.6339232959435,-2.9075756072998047,348.2595708985464,37685545.0,0.0,120796,4.22895622253418,<nil>,<nil>,66,78,733,0,860,0,1751,478.7996278687703,478.7856358882195,504.5568462210506,2,1,2,3955,36926,82089,3378574.0,61478,16029,4011,1144,85,772,4086.822143554687,2.130889892578125,23492.476555418427,1.3702805390348658,2156.183823540415,-0.0845121503939481,153787717.261,134212313.514,6703619.653,617.581,839699.236,46601.71,14055,14099,88095.25,0.3153144125266727,76623,8466,2.509307861328125,265.375,22.736236572265625,3.130096435546875,21.033358923592868,67.16860961914062,417.7638330825757,3.789337158203125,22.61520699109925,6.563690185546875,21.454503175756987,3.10516357421875,20.95217895507812,0.121826171875,0.3438267367974745,113766416.0,<nil>,85202,76607,2139018.0,102608.0,212522.0,314894.0,3989,89106.0,0.1762653482623531,153,687097276.01308,139184796.85243404,25.402742617881778,366087971.037786,485186753.576225,17066618.9617734,140915933.298904,40328134.2638001,6.21183856949425,0.5275942401704281,0.9178188678635084,46695209.691192,0.0054153807968437,16358960.038422,0.0,0.0,3269597.99895,11457903.455257,1542559.933462,30,24,11,16,5,<nil>,21,225096,2474740.0436821
108,2025-02-07,2.389984130859375,0.5645751953125,0.2362254995850092,<nil>,6.984458019200004e-08,69329,69329,0,62063,17053,1291.541498903243,-1.9631614685058592,349.71111470652977,37685545.0,0.0,161363,5.277997970581055,<nil>,<nil>,53,81,733,0,860,0,1749,478.7338115225326,478.7198091637083,504.5568462210506,<nil>,1,2,7013,36079,82354,3371111.0,61442,16018,4010,1143,85,772,4084.6912536621094,-4.308258056640625,23491.106274879392,-7.830807550169993,2156.2683356908087,-0.3913943881702835,153638304.69,134245996.686,6730657.273,419.223,839336.23,46601.606,14204,14257,88196.204,0.3161907274497964,77113,8567,2.5208740234375,265.671875,22.824981689453125,3.273834228515625,16.12234722630374,49.0045166015625,235.3597481617292,8.9078369140625,25.042059888973505,5.302154541015625,9.052352146071996,3.26629638671875,16.08075512603686,0.133941650390625,0.3899059950741916,113670072.0,<nil>,77994,77094,1371253.0,289711.0,168815.0,214590.0,4387,101019.0,0.17129768356977731,143,686762552.9633,139146501.117409,25.409500077358455,366000496.171313,484999627.981247,17066618.9617734,140976654.073087,40327536.0779463,6.21586470276309,0.5278901639769267,0.9179083822019276,37507413.460863,1.1547744399371356e-07,15084094.753381,0.0,0.0,3142288.500488,6803258.483556,1517994.7917149998,54,62,112,24,10,10,91,208939,4289070.873424072
