stateTime,Active Faults
"2024-12-10","27.82"
"2024-12-11","17.96"
"2024-12-12","22.08"
"2024-12-13","22.31"
"2024-12-14","25.86"
"2024-12-15","19.95"
"2024-12-16","53.48"
"2024-12-17","39.87"
"2024-12-18","33.48"
"2024-12-19","29.60"
"2024-12-20","27.21"
"2024-12-21","29.96"
"2024-12-22","22.03"
"2024-12-23","27.97"
"2024-12-24","15.98"
"2024-12-25","18.88"
"2024-12-26","22.66"
"2024-12-27","21.66"
"2024-12-28","26.80"
"2024-12-29","38.19"
"2024-12-30","35.56"
"2024-12-31","13.49"
"2025-01-01","15.27"
"2025-01-02","9.23"
"2025-01-03","11.50"
"2025-01-04","43.36"
"2025-01-05","20.16"
"2025-01-06","13.21"
"2025-01-07","15.18"
"2025-01-08","25.33"
"2025-01-09","19.37"
"2025-01-10","14.78"
"2025-01-11","13.77"
"2025-01-12","10.96"
"2025-01-13","9.65"
"2025-01-14","9.18"
"2025-01-15","31.50"
"2025-01-16","22.55"
"2025-01-17","9.23"
"2025-01-18","11.13"
"2025-01-19","13.25"
"2025-01-20","13.71"
"2025-01-21","12.19"
"2025-01-22","9.19"
"2025-01-23","19.14"
"2025-01-24","13.99"
"2025-01-25","11.69"
"2025-01-26","10.53"
"2025-01-27","7.06"
"2025-01-28","10.25"
"2025-01-29","8.12"
"2025-01-30","4.95"
"2025-01-31","3.93"
"2025-02-01","4.38"
"2025-02-02","9.00"
"2025-02-03","10.34"
"2025-02-04","8.84"
"2025-02-05","9.12"
"2025-02-06","12.73"
"2025-02-07","9.95"
"2025-02-08","24.57"
"2025-02-09","30.13"
"2025-02-10","8.66"
"2025-02-11","12.14"
"2025-02-12","9.43"
"2025-02-13","21.96"
"2025-02-14","9.45"
"2025-02-15","12.57"
"2025-02-16","11.72"
"2025-02-17","22.62"
"2025-02-18","26.17"
"2025-02-19","14.80"
"2025-02-20","10.86"
"2025-02-21","11.90"
"2025-02-22","9.59"
"2025-02-23","21.23"
"2025-02-24","17.94"
"2025-02-25","10.75"
"2025-02-26","11.24"
"2025-02-27","10.44"
"2025-02-28","38.54"
"2025-03-01","10.92"
"2025-03-02","15.47"
"2025-03-03","10.33"
"2025-03-04","6.08"
"2025-03-05","11.41"
"2025-03-06","28.52"
"2025-03-07","35.85"
"2025-03-08","18.85"
"2025-03-09","20.70"
"2025-03-10","15.38"
"2025-03-11","20.27"
"2025-03-12","12.46"
"2025-03-13","12.33"
"2025-03-14","6.54"
"2025-03-15","7.55"
"2025-03-16","25.08"
"2025-03-17","17.46"
"2025-03-18","15.80"
"2025-03-19","9.22"
"2025-03-20","9.33"
"2025-03-21","28.77"
"2025-03-22","24.56"
"2025-03-23","31.11"
"2025-03-24","17.24"
"2025-03-25","18.32"
"2025-03-26","17.27"
"2025-03-27","12.48"
"2025-03-28","16.37"
"2025-03-29","14.33"
"2025-03-30","14.94"
"2025-03-31","13.62"
"2025-04-01","250.61"
"2025-04-02","213.50"
"2025-04-03","49.36"
"2025-04-04","21.82"
"2025-04-05","20.14"
"2025-04-06","32.25"
"2025-04-07","13.31"
"2025-04-08","12.28"
"2025-04-09","93.67"
"2025-04-10","126.58"
"2025-04-11","30.03"
"2025-04-12","32.29"
"2025-04-13","34.07"
"2025-04-14","230.93"
"2025-04-15","96.76"
"2025-04-16","48.11"
"2025-04-17","41.73"
"2025-04-18","33.75"
"2025-04-19","38.49"
"2025-04-20","27.38"
"2025-04-21","28.64"
"2025-04-22","14.44"
"2025-04-23","14.58"
"2025-04-24","26.72"
"2025-04-25","46.24"
"2025-04-26","32.59"
"2025-04-27","31.08"
"2025-04-28","34.38"
"2025-04-29","28.00"
"2025-04-30","30.89"
"2025-05-01","36.61"
"2025-05-02","31.87"
"2025-05-03","22.08"
"2025-05-04","22.27"
"2025-05-05","34.85"
"2025-05-06","77.30"
"2025-05-07","37.49"
"2025-05-08","16.62"
"2025-05-09","21.70"
"2025-05-10","24.70"
"2025-05-11","28.90"
"2025-05-12","16.70"
"2025-05-13","18.28"
"2025-05-14","21.98"
"2025-05-15","22.97"
"2025-05-16","18.30"
"2025-05-17","32.42"
"2025-05-18","35.37"
"2025-05-19","21.48"
"2025-05-20","22.89"
"2025-05-21","18.40"
"2025-05-22","21.14"
"2025-05-23","21.51"
"2025-05-24","28.67"
"2025-05-25","21.94"
