stateTime,Protocol Circulating Supply,Total FIL Mined,Total FIL Vested,Fil Reserve Disbursed,Total FIL Burned,Total FIL Locked
"2023-05-21","471.29","283.59","355.90","17.07",-36.71,-148.55
"2023-05-22","471.49","283.80","356.17","17.07",-36.74,-148.79
"2023-05-23","471.69","284.00","356.43","17.07",-36.78,-149.03
"2023-05-24","471.88","284.21","356.70","17.07",-36.8,-149.3
"2023-05-25","472.08","284.42","356.97","17.07",-36.85,-149.53
"2023-05-26","472.28","284.63","357.24","17.07",-36.87,-149.79
"2023-05-27","472.50","284.83","357.51","17.07",-36.88,-150.02
"2023-05-28","472.73","285.04","357.77","17.07",-36.91,-150.24
"2023-05-29","473.01","285.25","358.04","17.07",-36.93,-150.41
"2023-05-30","473.38","285.45","358.31","17.07",-36.95,-150.5
"2023-05-31","473.66","285.66","358.58","17.07",-36.96,-150.68
"2023-06-01","473.86","285.87","358.85","17.07",-36.99,-150.93
"2023-06-02","474.17","286.07","359.11","17.07",-37.01,-151.07
"2023-06-03","474.40","286.27","359.38","17.07",-37.03,-151.29
"2023-06-04","474.64","286.48","359.65","17.07",-37.04,-151.51
"2023-06-05","474.88","286.68","359.92","17.07",-37.06,-151.72
"2023-06-06","475.05","286.89","360.19","17.07",-37.08,-152.02
"2023-06-07","475.25","287.10","360.45","17.07",-37.1,-152.27
"2023-06-08","475.42","287.30","360.72","17.07",-37.12,-152.54
"2023-06-09","475.59","287.51","360.99","17.07",-37.14,-152.83
"2023-06-10","475.77","287.71","361.26","17.07",-37.16,-153.11
"2023-06-11","475.95","287.91","361.53","17.07",-37.19,-153.37
"2023-06-12","476.14","288.11","361.79","17.07",-37.23,-153.61
"2023-06-13","476.33","288.32","362.06","17.07",-37.27,-153.85
"2023-06-14","476.65","288.51","362.33","17.07",-37.31,-153.95
"2023-06-15","477.04","288.72","362.60","17.07",-37.36,-153.99
"2023-06-16","477.28","288.92","362.87","17.07",-37.39,-154.18
"2023-06-17","477.50","289.12","363.13","17.07",-37.42,-154.39
"2023-06-18","477.83","289.31","363.40","17.07",-37.45,-154.5
"2023-06-19","478.03","289.51","363.67","17.07",-37.48,-154.74
"2023-06-20","478.25","289.71","363.94","17.07",-37.52,-154.94
"2023-06-21","478.45","289.91","364.21","17.07",-37.56,-155.17
"2023-06-22","478.64","290.10","364.47","17.07",-37.59,-155.41
"2023-06-23","478.86","290.30","364.74","17.07",-37.61,-155.64
"2023-06-24","479.57","290.49","365.01","17.07",-37.64,-155.36
"2023-06-25","479.79","290.69","365.28","17.07",-37.67,-155.58
"2023-06-26","480.00","290.88","365.55","17.07",-37.7,-155.79
"2023-06-27","480.27","291.07","365.81","17.07",-37.74,-155.94
"2023-06-28","480.71","291.27","366.08","17.07",-37.81,-155.9
"2023-06-29","480.91","291.46","366.35","17.07",-37.89,-156.07
"2023-06-30","481.07","291.65","366.62","17.07",-37.93,-156.34
"2023-07-01","481.22","291.85","366.89","17.07",-37.95,-156.63
"2023-07-02","481.37","292.04","367.15","17.07",-37.99,-156.9
"2023-07-03","481.55","292.23","367.42","17.07",-38.03,-157.15
"2023-07-04","481.69","292.43","367.69","17.07",-38.05,-157.44
"2023-07-05","481.87","292.62","367.96","17.07",-38.07,-157.7
"2023-07-06","482.06","292.81","368.23","17.07",-38.09,-157.95
"2023-07-07","482.28","293.01","368.49","17.07",-38.1,-158.18
"2023-07-08","482.54","293.20","368.76","17.07",-38.1,-158.38
"2023-07-09","482.85","293.38","369.03","17.07",-38.11,-158.52
"2023-07-10","483.07","293.58","369.30","17.07",-38.12,-158.76
"2023-07-11","483.23","293.77","369.57","17.07",-38.14,-159.03
"2023-07-12","483.44","293.96","369.83","17.07",-38.15,-159.27
"2023-07-13","483.64","294.15","370.10","17.07",-38.17,-159.52
"2023-07-14","483.93","294.34","370.37","17.07",-38.18,-159.67
"2023-07-15","484.30","294.53","370.64","17.07",-38.19,-159.75
"2023-07-16","484.50","294.72","370.91","17.07",-38.19,-160
"2023-07-17","484.73","294.91","371.17","17.07",-38.2,-160.22
"2023-07-18","484.91","295.10","371.44","17.07",-38.22,-160.48
"2023-07-19","485.04","295.29","371.71","17.07",-38.23,-160.8
"2023-07-20","485.25","295.48","371.98","17.07",-38.24,-161.04
"2023-07-21","485.48","295.66","372.25","17.07",-38.24,-161.25
"2023-07-22","485.69","295.85","372.51","17.07",-38.24,-161.5
"2023-07-23","485.89","296.04","372.78","17.07",-38.24,-161.75
"2023-07-24","486.12","296.23","373.05","17.07",-38.25,-161.98
"2023-07-25","486.31","296.41","373.32","17.07",-38.25,-162.23
"2023-07-26","486.61","296.60","373.58","17.07",-38.26,-162.38
"2023-07-27","486.80","296.79","373.85","17.07",-38.27,-162.64
"2023-07-28","486.99","296.97","374.12","17.07",-38.28,-162.9
"2023-07-29","487.23","297.15","374.39","17.07",-38.28,-163.1
"2023-07-30","487.48","297.34","374.66","17.07",-38.28,-163.3
"2023-07-31","487.71","297.53","374.92","17.07",-38.28,-163.53
"2023-08-01","487.93","297.71","375.19","17.07",-38.28,-163.76
"2023-08-02","488.11","297.90","375.46","17.07",-38.29,-164.02
"2023-08-03","488.29","298.08","375.73","17.07",-38.3,-164.29
"2023-08-04","488.48","298.27","376.00","17.07",-38.32,-164.54
"2023-08-05","488.77","298.45","376.26","17.07",-38.32,-164.69
"2023-08-06","488.96","298.63","376.53","17.07",-38.34,-164.94
"2023-08-07","489.15","298.82","376.80","17.07",-38.35,-165.19
"2023-08-08","489.35","299.00","377.07","17.07",-38.36,-165.43
"2023-08-09","489.54","299.18","377.34","17.07",-38.37,-165.68
"2023-08-10","489.77","299.37","377.60","17.07",-38.38,-165.89
"2023-08-11","490.04","299.55","377.87","17.07",-38.39,-166.06
"2023-08-12","490.57","299.73","378.14","17.07",-38.4,-165.97
"2023-08-13","491.03","299.91","378.41","17.07",-38.41,-165.94
"2023-08-14","491.40","300.09","378.68","17.07",-38.42,-166.02
"2023-08-15","491.70","300.27","378.94","17.07",-38.43,-166.16
"2023-08-16","491.91","300.45","379.21","17.07",-38.44,-166.38
"2023-08-17","492.12","300.63","379.48","17.07",-38.47,-166.59
"2023-08-18","492.29","300.81","379.75","17.07",-38.48,-166.85
"2023-08-19","492.50","300.99","380.02","17.07",-38.49,-167.09
"2023-08-20","492.74","301.17","380.28","17.07",-38.5,-167.28
"2023-08-21","493.02","301.35","380.55","17.07",-38.52,-167.43
"2023-08-22","493.35","301.53","380.82","17.07",-38.53,-167.54
"2023-08-23","493.58","301.71","381.09","17.07",-38.54,-167.75
"2023-08-24","493.85","301.89","381.36","17.07",-38.54,-167.92
"2023-08-25","494.18","302.07","381.62","17.07",-38.54,-168.04
"2023-08-26","494.49","302.24","381.89","17.07",-38.54,-168.17
"2023-08-27","494.81","302.42","382.16","17.07",-38.54,-168.29
"2023-08-28","495.08","302.59","382.43","17.07",-38.54,-168.46
"2023-08-29","495.39","302.77","382.70","17.07",-38.54,-168.59
"2023-08-30","496.02","302.93","382.96","17.07",-38.54,-168.4
"2023-08-31","496.69","303.10","383.23","17.07",-38.55,-168.17
"2023-09-01","496.99","303.28","383.50","17.07",-38.55,-168.31
"2023-09-02","497.38","303.46","383.77","17.07",-38.55,-168.37
"2023-09-03","497.70","303.63","384.04","17.07",-38.55,-168.49
"2023-09-04","497.95","303.81","384.30","17.07",-38.55,-168.68
"2023-09-05","498.20","303.98","384.57","17.07",-38.55,-168.88
"2023-09-06","498.52","304.16","384.84","17.07",-38.55,-168.99
"2023-09-07","498.82","304.33","385.11","17.07",-38.55,-169.13
"2023-09-08","499.02","304.50","385.38","17.07",-38.56,-169.37
"2023-09-09","499.27","304.68","385.64","17.07",-38.56,-169.57
"2023-09-10","499.57","304.85","385.91","17.07",-38.56,-169.7
"2023-09-11","499.82","305.02","386.18","17.07",-38.56,-169.89
"2023-09-12","500.05","305.19","386.45","17.07",-38.57,-170.09
"2023-09-13","500.31","305.36","386.72","17.07",-38.58,-170.26
"2023-09-14","500.60","305.54","386.98","17.07",-38.59,-170.4
"2023-09-15","500.82","305.71","387.25","17.07",-38.59,-170.61
"2023-09-16","501.03","305.88","387.52","17.07",-38.6,-170.84
"2023-09-17","501.35","306.05","387.79","17.07",-38.61,-170.94
"2023-09-18","501.62","306.22","388.06","17.07",-38.62,-171.1
"2023-09-19","501.84","306.39","388.32","17.07",-38.63,-171.31
"2023-09-20","502.06","306.56","388.59","17.07",-38.64,-171.52
"2023-09-21","502.36","306.73","388.86","17.07",-38.64,-171.65
"2023-09-22","502.76","306.90","389.13","17.07",-38.64,-171.68
"2023-09-23","503.03","307.07","389.40","17.07",-38.64,-171.86
"2023-09-24","503.30","307.23","389.66","17.07",-38.65,-172.02
"2023-09-25","503.65","307.40","389.93","17.07",-38.65,-172.1
"2023-09-26","504.02","307.57","390.20","17.07",-38.66,-172.16
"2023-09-27","504.35","307.74","390.47","17.07",-38.66,-172.26
"2023-09-28","504.77","307.90","390.74","17.07",-38.68,-172.26
"2023-09-29","505.62","308.07","391.00","17.07",-38.68,-171.84
"2023-09-30","506.38","308.24","391.27","17.07",-38.68,-171.52
"2023-10-01","506.76","308.40","391.54","17.07",-38.68,-171.57
"2023-10-02","507.16","308.57","391.81","17.07",-38.69,-171.6
"2023-10-03","507.56","308.74","392.08","17.07",-38.69,-171.63
"2023-10-04","508.04","308.90","392.34","17.07",-38.7,-171.57
"2023-10-05","508.76","309.07","392.61","17.07",-38.7,-171.29
"2023-10-06","509.24","309.23","392.88","17.07",-38.7,-171.24
"2023-10-07","509.55","309.39","393.15","17.07",-38.7,-171.36
"2023-10-08","509.81","309.55","393.42","17.07",-38.7,-171.53
"2023-10-09","510.10","309.72","393.68","17.07",-38.7,-171.67
"2023-10-10","510.34","309.88","393.95","17.07",-38.7,-171.86
"2023-10-11","510.58","310.04","394.22","17.07",-38.71,-172.05
"2023-10-12","510.82","310.21","394.49","17.07",-38.71,-172.23
"2023-10-13","511.11","310.37","394.76","17.07",-38.71,-172.37
"2023-10-14","511.52","310.53","394.99","17.07",-38.71,-172.35
"2023-10-15","512.05","310.69","395.18","17.07",-38.72,-172.16
"2023-10-16","512.30","310.85","395.37","17.07",-38.76,-172.23
"2023-10-17","512.50","311.01","395.55","17.07",-38.76,-172.37
"2023-10-18","512.78","311.17","395.74","17.07",-38.76,-172.44
"2023-10-19","513.25","311.33","395.93","17.07",-38.76,-172.31
"2023-10-20","513.49","311.49","396.11","17.07",-38.77,-172.41
"2023-10-21","513.68","311.65","396.30","17.07",-38.78,-172.56
"2023-10-22","513.83","311.81","396.49","17.07",-38.78,-172.75
"2023-10-23","513.99","311.97","396.68","17.07",-38.78,-172.94
"2023-10-24","514.16","312.12","396.86","17.07",-38.79,-173.11
"2023-10-25","514.32","312.29","397.05","17.07",-38.8,-173.29
"2023-10-26","514.53","312.44","397.24","17.07",-38.81,-173.41
"2023-10-27","514.75","312.60","397.42","17.07",-38.82,-173.53
"2023-10-28","515.03","312.76","397.61","17.07",-38.82,-173.59
"2023-10-29","515.24","312.92","397.80","17.07",-38.83,-173.71
"2023-10-30","515.45","313.07","397.99","17.07",-38.84,-173.84
"2023-10-31","516.25","313.23","398.17","17.07",-38.85,-173.37
"2023-11-01","516.55","313.39","398.36","17.07",-38.85,-173.41
"2023-11-02","516.69","313.54","398.55","17.07",-38.86,-173.6
"2023-11-03","516.83","313.70","398.73","17.07",-38.87,-173.79
"2023-11-04","517.02","313.85","398.92","17.07",-38.87,-173.95
"2023-11-05","517.23","314.00","399.11","17.07",-38.87,-174.07
"2023-11-06","517.36","314.16","399.30","17.07",-38.88,-174.28
"2023-11-07","517.63","314.31","399.48","17.07",-38.89,-174.35
"2023-11-08","517.99","314.47","399.67","17.07",-38.89,-174.33
"2023-11-09","518.14","314.62","399.86","17.07",-38.9,-174.5
"2023-11-10","518.34","314.78","400.04","17.07",-38.9,-174.64
"2023-11-11","518.59","314.93","400.23","17.07",-38.9,-174.74
"2023-11-12","518.89","315.08","400.42","17.07",-38.9,-174.78
"2023-11-13","519.14","315.24","400.61","17.07",-38.91,-174.85
"2023-11-14","519.37","315.39","400.79","17.07",-38.91,-174.97
"2023-11-15","519.59","315.54","400.98","17.07",-38.92,-175.08
"2023-11-16","519.82","315.69","401.17","17.07",-38.92,-175.19
"2023-11-17","520.08","315.84","401.35","17.07",-38.92,-175.27
"2023-11-18","520.37","316.00","401.54","17.07",-38.92,-175.31
"2023-11-19","520.71","316.14","401.73","17.07",-38.92,-175.31
"2023-11-20","521.05","316.29","401.92","17.07",-38.93,-175.3
"2023-11-21","521.37","316.45","402.10","17.07",-38.93,-175.32
"2023-11-22","521.66","316.60","402.29","17.07",-38.93,-175.37
"2023-11-23","521.93","316.75","402.48","17.07",-38.94,-175.42
"2023-11-24","522.21","316.90","402.66","17.07",-38.94,-175.48
"2023-11-25","522.52","317.05","402.85","17.07",-38.94,-175.5
"2023-11-26","522.80","317.20","403.04","17.07",-38.94,-175.56
"2023-11-27","523.08","317.35","403.23","17.07",-38.94,-175.62
"2023-11-28","523.40","317.50","403.41","17.07",-38.95,-175.63
"2023-11-29","523.79","317.65","403.60","17.07",-38.95,-175.58
"2023-11-30","524.69","317.80","403.79","17.07",-38.95,-175.01
"2023-12-01","524.94","317.95","403.97","17.07",-38.95,-175.09
"2023-12-02","525.17","318.10","404.16","17.07",-38.95,-175.2
"2023-12-03","525.37","318.25","404.35","17.07",-38.95,-175.34
"2023-12-04","525.60","318.40","404.54","17.07",-38.95,-175.45
"2023-12-05","525.83","318.54","404.72","17.07",-38.95,-175.55
"2023-12-06","526.00","318.69","404.91","17.07",-38.95,-175.71
"2023-12-07","526.30","318.84","405.10","17.07",-38.95,-175.74
"2023-12-08","526.58","318.98","405.28","17.07",-38.96,-175.79
"2023-12-09","526.89","319.12","405.47","17.07",-38.96,-175.82
"2023-12-10","527.19","319.27","405.66","17.07",-38.96,-175.84
"2023-12-11","527.53","319.41","405.85","17.07",-38.97,-175.82
"2023-12-12","527.87","319.55","406.03","17.07",-38.98,-175.8
"2023-12-13","528.19","319.70","406.22","17.07",-38.98,-175.81
"2023-12-14","528.48","319.84","406.41","17.07",-38.98,-175.86
"2023-12-15","528.71","319.99","406.59","17.07",-38.98,-175.96
"2023-12-16","528.98","320.13","406.78","17.07",-38.99,-176.02
"2023-12-17","529.25","320.28","406.97","17.07",-38.99,-176.08
"2023-12-18","529.54","320.42","407.16","17.07",-38.99,-176.12
"2023-12-19","529.94","320.57","407.34","17.07",-38.99,-176.05
"2023-12-20","530.31","320.71","407.53","17.07",-38.99,-176.01
"2023-12-21","530.63","320.85","407.72","17.07",-38.99,-176.02
"2023-12-22","531.02","321.00","407.90","17.07",-38.99,-175.96
"2023-12-23","531.49","321.15","408.09","17.07",-38.99,-175.82
"2023-12-24","531.93","321.29","408.28","17.07",-38.99,-175.72
"2023-12-25","532.39","321.43","408.47","17.07",-39,-175.58
"2023-12-26","532.73","321.58","408.65","17.07",-39,-175.57
"2023-12-27","532.99","321.72","408.84","17.07",-39,-175.63
"2023-12-28","533.23","321.87","409.03","17.07",-39,-175.72
"2023-12-29","533.71","322.01","409.21","17.07",-39.01,-175.57
"2023-12-30","534.20","322.15","409.40","17.07",-39.01,-175.41
"2023-12-31","534.50","322.29","409.59","17.07",-39.01,-175.44
"2024-01-01","534.84","322.44","409.78","17.07",-39.01,-175.42
"2024-01-02","535.20","322.58","409.96","17.07",-39.01,-175.39
"2024-01-03","535.55","322.72","410.15","17.07",-39.01,-175.37
"2024-01-04","535.80","322.86","410.34","17.07",-39.01,-175.45
"2024-01-05","536.12","323.00","410.52","17.07",-39.02,-175.46
"2024-01-06","536.42","323.14","410.71","17.07",-39.02,-175.48
"2024-01-07","536.69","323.28","410.90","17.07",-39.02,-175.54
"2024-01-08","536.94","323.42","411.09","17.07",-39.02,-175.61
"2024-01-09","537.35","323.56","411.27","17.07",-39.02,-175.53
"2024-01-10","537.72","323.70","411.46","17.07",-39.02,-175.48
"2024-01-11","537.99","323.84","411.65","17.07",-39.02,-175.54
"2024-01-12","538.30","323.97","411.83","17.07",-39.02,-175.55
"2024-01-13","538.64","324.11","412.02","17.07",-39.02,-175.54
"2024-01-14","538.95","324.25","412.21","17.07",-39.02,-175.55
"2024-01-15","539.25","324.39","412.39","17.07",-39.02,-175.58
"2024-01-16","539.55","324.53","412.58","17.07",-39.02,-175.6
"2024-01-17","539.78","324.67","412.77","17.07",-39.03,-175.7
"2024-01-18","540.01","324.81","412.96","17.07",-39.03,-175.79
"2024-01-19","540.23","324.95","413.14","17.07",-39.03,-175.9
"2024-01-20","540.72","325.08","413.33","17.07",-39.03,-175.73
"2024-01-21","541.14","325.22","413.52","17.07",-39.03,-175.64
"2024-01-22","541.53","325.36","413.70","17.07",-39.03,-175.56
"2024-01-23","541.77","325.50","413.89","17.07",-39.04,-175.65
"2024-01-24","542.14","325.63","414.08","17.07",-39.04,-175.6
"2024-01-25","542.43","325.77","414.27","17.07",-39.04,-175.63
"2024-01-26","542.74","325.90","414.45","17.07",-39.04,-175.64
"2024-01-27","543.24","326.04","414.64","17.07",-39.04,-175.46
"2024-01-28","543.81","326.17","414.83","17.07",-39.04,-175.21
"2024-01-29","544.76","326.31","415.01","17.07",-39.04,-174.59
"2024-01-30","545.05","326.44","415.20","17.07",-39.04,-174.61
"2024-01-31","545.49","326.58","415.39","17.07",-39.05,-174.49
"2024-02-01","545.72","326.71","415.58","17.07",-39.05,-174.58
"2024-02-02","545.93","326.84","415.76","17.07",-39.06,-174.69
"2024-02-03","546.26","326.97","415.95","17.07",-39.06,-174.67
"2024-02-04","546.60","327.11","416.14","17.07",-39.06,-174.65
"2024-02-05","546.97","327.24","416.32","17.07",-39.06,-174.6
"2024-02-06","547.29","327.37","416.51","17.07",-39.06,-174.6
"2024-02-07","547.62","327.50","416.70","17.07",-39.06,-174.59
"2024-02-08","547.91","327.64","416.89","17.07",-39.06,-174.61
"2024-02-09","548.25","327.77","417.07","17.07",-39.06,-174.6
"2024-02-10","548.52","327.90","417.26","17.07",-39.07,-174.65
"2024-02-11","548.75","328.03","417.45","17.07",-39.07,-174.73
"2024-02-12","549.05","328.17","417.63","17.07",-39.07,-174.75
"2024-02-13","549.35","328.30","417.82","17.07",-39.07,-174.77
"2024-02-14","549.66","328.43","418.01","17.07",-39.07,-174.78
"2024-02-15","549.99","328.56","418.20","17.07",-39.07,-174.76
"2024-02-16","550.37","328.69","418.38","17.07",-39.07,-174.69
"2024-02-17","550.72","328.82","418.57","17.07",-39.07,-174.67
"2024-02-18","551.08","328.95","418.76","17.07",-39.08,-174.62
"2024-02-19","551.52","329.08","418.94","17.07",-39.09,-174.49
"2024-02-20","551.97","329.21","419.13","17.07",-39.1,-174.34
"2024-02-21","552.46","329.34","419.32","17.07",-39.11,-174.15
"2024-02-22","552.87","329.47","419.51","17.07",-39.13,-174.05
"2024-02-23","553.20","329.60","419.69","17.07",-39.13,-174.04
"2024-02-24","553.66","329.73","419.88","17.07",-39.13,-173.88
"2024-02-25","554.21","329.86","420.07","17.07",-39.13,-173.65
"2024-02-26","554.70","329.99","420.25","17.07",-39.13,-173.49
"2024-02-27","555.10","330.12","420.44","17.07",-39.13,-173.39
"2024-02-28","555.45","330.25","420.63","17.07",-39.13,-173.36
"2024-02-29","555.77","330.37","420.82","17.07",-39.14,-173.35
"2024-03-01","556.08","330.50","421.00","17.07",-39.14,-173.35
"2024-03-02","556.40","330.63","421.19","17.07",-39.14,-173.35
"2024-03-03","556.77","330.76","421.38","17.07",-39.14,-173.29
"2024-03-04","557.12","330.89","421.56","17.07",-39.14,-173.25
"2024-03-05","557.56","331.01","421.75","17.07",-39.14,-173.13
"2024-03-06","558.01","331.14","421.94","17.07",-39.15,-172.99
"2024-03-07","558.37","331.27","422.13","17.07",-39.15,-172.95
"2024-03-08","558.81","331.39","422.31","17.07",-39.15,-172.82
"2024-03-09","559.18","331.52","422.50","17.07",-39.15,-172.76
"2024-03-10","559.48","331.65","422.69","17.07",-39.16,-172.77
"2024-03-11","559.79","331.77","422.87","17.07",-39.16,-172.77
"2024-03-12","560.06","331.90","423.06","17.07",-39.16,-172.81
"2024-03-13","560.31","332.03","423.25","17.07",-39.16,-172.87
"2024-03-14","560.61","332.15","423.44","17.07",-39.16,-172.88
"2024-03-15","560.91","332.28","423.62","17.07",-39.16,-172.89
"2024-03-16","561.26","332.40","423.81","17.07",-39.16,-172.85
"2024-03-17","561.61","332.53","424.00","17.07",-39.17,-172.82
"2024-03-18","561.93","332.65","424.18","17.07",-39.17,-172.8
"2024-03-19","562.30","332.78","424.37","17.07",-39.17,-172.75
"2024-03-20","562.69","332.90","424.56","17.07",-39.17,-172.67
"2024-03-21","563.06","333.03","424.75","17.07",-39.17,-172.61
"2024-03-22","563.48","333.15","424.93","17.07",-39.18,-172.49
"2024-03-23","563.91","333.27","425.12","17.07",-39.18,-172.36
"2024-03-24","564.37","333.40","425.31","17.07",-39.19,-172.22
"2024-03-25","564.87","333.52","425.49","17.07",-39.2,-172.02
"2024-03-26","565.49","333.65","425.68","17.07",-39.21,-171.7
"2024-03-27","565.98","333.77","425.87","17.07",-39.21,-171.51
"2024-03-28","566.55","333.89","426.06","17.07",-39.22,-171.25
"2024-03-29","567.01","334.01","426.24","17.07",-39.22,-171.1
"2024-03-30","567.58","334.14","426.43","17.07",-39.22,-170.83
"2024-03-31","568.10","334.26","426.62","17.07",-39.22,-170.62
"2024-04-01","568.48","334.38","426.80","17.07",-39.22,-170.55
"2024-04-02","568.89","334.50","426.99","17.07",-39.22,-170.45
"2024-04-03","569.30","334.62","427.18","17.07",-39.22,-170.34
"2024-04-04","570.15","334.74","427.36","17.07",-39.24,-169.78
"2024-04-05","571.09","334.86","427.55","17.07",-39.27,-169.12
"2024-04-06","571.47","334.98","427.74","17.07",-39.28,-169.04
"2024-04-07","571.94","335.10","427.93","17.07",-39.28,-168.88
"2024-04-08","572.75","335.22","428.11","17.07",-39.31,-168.34
"2024-04-09","574.11","335.34","428.30","17.07",-39.39,-167.21
"2024-04-10","574.63","335.46","428.49","17.07",-39.39,-166.99
"2024-04-11","575.05","335.58","428.67","17.07",-39.4,-166.87
"2024-04-12","575.47","335.70","428.86","17.07",-39.4,-166.76
"2024-04-13","575.88","335.82","429.05","17.07",-39.41,-166.65
"2024-04-14","576.31","335.94","429.24","17.07",-39.41,-166.53
"2024-04-15","576.82","336.06","429.42","17.07",-39.41,-166.32
"2024-04-16","577.34","336.18","429.61","17.07",-39.41,-166.1
"2024-04-17","577.78","336.30","429.80","17.07",-39.42,-165.97
"2024-04-18","578.20","336.42","429.98","17.07",-39.42,-165.85
"2024-04-19","578.84","336.54","430.17","17.07",-39.43,-165.51
"2024-04-20","579.47","336.66","430.36","17.07",-39.43,-165.19
"2024-04-21","579.93","336.78","430.55","17.07",-39.43,-165.03
"2024-04-22","580.47","336.90","430.73","17.07",-39.43,-164.79
"2024-04-23","581.32","337.01","430.92","17.07",-39.44,-164.24
"2024-04-24","581.80","337.13","431.11","17.07",-39.45,-164.06
"2024-04-25","582.30","337.24","431.29","17.07",-39.45,-163.85
"2024-04-26","582.82","337.36","431.48","17.07",-39.45,-163.63
"2024-04-27","583.47","337.48","431.67","17.07",-39.46,-163.29
"2024-04-28","584.19","337.60","431.86","17.07",-39.47,-162.86
"2024-04-29","585.11","337.71","432.04","17.07",-39.48,-162.24
"2024-04-30","585.62","337.83","432.23","17.07",-39.48,-162.03
"2024-05-01","585.99","337.94","432.42","17.07",-39.48,-161.95
"2024-05-02","586.36","338.06","432.60","17.07",-39.48,-161.89
"2024-05-03","586.82","338.18","432.79","17.07",-39.48,-161.73
"2024-05-04","587.30","338.29","432.98","17.07",-39.48,-161.56
"2024-05-05","587.79","338.41","433.17","17.07",-39.49,-161.37
"2024-05-06","588.26","338.52","433.35","17.07",-39.49,-161.2
"2024-05-07","588.63","338.64","433.54","17.07",-39.49,-161.13
"2024-05-08","589.09","338.75","433.73","17.07",-39.49,-160.97
"2024-05-09","589.55","338.87","433.91","17.07",-39.49,-160.8
"2024-05-10","590.02","338.98","434.10","17.07",-39.5,-160.63
"2024-05-11","590.45","339.10","434.29","17.07",-39.5,-160.51
"2024-05-12","590.82","339.22","434.48","17.07",-39.5,-160.44
"2024-05-13","591.21","339.33","434.66","17.07",-39.5,-160.35
"2024-05-14","591.68","339.44","434.85","17.07",-39.5,-160.17
"2024-05-15","592.16","339.56","435.04","17.07",-39.51,-159.99
"2024-05-16","592.69","339.67","435.22","17.07",-39.51,-159.76
"2024-05-17","593.22","339.79","435.41","17.07",-39.51,-159.53
"2024-05-18","593.65","339.90","435.60","17.07",-39.52,-159.4
"2024-05-19","594.13","340.01","435.79","17.07",-39.52,-159.22
"2024-05-20","594.56","340.13","435.97","17.07",-39.52,-159.08
"2024-05-21","595.09","340.24","436.16","17.07",-39.52,-158.85
"2024-05-22","595.48","340.35","436.35","17.07",-39.53,-158.76
"2024-05-23","595.98","340.46","436.53","17.07",-39.53,-158.55
"2024-05-24","596.36","340.57","436.72","17.07",-39.53,-158.48
"2024-05-25","596.62","340.69","436.91","17.07",-39.53,-158.51
"2024-05-26","596.92","340.80","437.10","17.07",-39.53,-158.51
"2024-05-27","597.27","340.91","437.28","17.07",-39.53,-158.46
"2024-05-28","597.59","341.03","437.47","17.07",-39.54,-158.44
"2024-05-29","598.13","341.14","437.66","17.07",-39.56,-158.17
"2024-05-30","598.84","341.25","437.84","17.07",-39.62,-157.7
"2024-05-31","599.59","341.36","438.03","17.07",-39.71,-157.16
"2024-06-01","600.02","341.47","438.22","17.07",-39.73,-157.01
"2024-06-02","600.45","341.58","438.41","17.07",-39.74,-156.86
"2024-06-03","600.74","341.69","438.59","17.07",-39.74,-156.87
"2024-06-04","601.02","341.80","438.78","17.07",-39.75,-156.88
"2024-06-05","601.30","341.91","438.97","17.07",-39.75,-156.89
"2024-06-06","601.71","342.02","439.15","17.07",-39.75,-156.78
"2024-06-07","602.00","342.13","439.34","17.07",-39.75,-156.8
"2024-06-08","602.36","342.25","439.53","17.07",-39.77,-156.71
"2024-06-09","602.86","342.36","439.72","17.07",-39.8,-156.49
"2024-06-10","603.61","342.47","439.90","17.07",-39.81,-156.02
"2024-06-11","604.11","342.58","440.09","17.07",-39.81,-155.82
"2024-06-12","604.43","342.69","440.28","17.07",-39.81,-155.79
"2024-06-13","604.81","342.80","440.46","17.07",-39.81,-155.71
"2024-06-14","605.14","342.91","440.65","17.07",-39.81,-155.68
"2024-06-15","605.55","343.02","440.84","17.07",-39.82,-155.56
"2024-06-16","605.82","343.13","441.03","17.07",-39.82,-155.58
"2024-06-17","606.07","343.24","441.21","17.07",-39.82,-155.62
"2024-06-18","606.32","343.35","441.40","17.07",-39.82,-155.67
"2024-06-19","606.61","343.46","441.59","17.07",-39.83,-155.67
"2024-06-20","606.89","343.57","441.77","17.07",-39.83,-155.7
"2024-06-21","607.24","343.68","441.96","17.07",-39.83,-155.64
"2024-06-22","607.57","343.79","442.15","17.07",-39.83,-155.6
"2024-06-23","607.94","343.89","442.33","17.07",-39.83,-155.53
"2024-06-24","608.26","344.00","442.52","17.07",-39.83,-155.5
"2024-06-25","608.60","344.11","442.71","17.07",-39.83,-155.45
"2024-06-26","608.95","344.22","442.90","17.07",-39.83,-155.4
"2024-06-27","609.28","344.33","443.08","17.07",-39.84,-155.37
"2024-06-28","609.62","344.44","443.27","17.07",-39.84,-155.32
"2024-06-29","610.17","344.55","443.46","17.07",-39.84,-155.07
"2024-06-30","610.67","344.65","443.64","17.07",-39.84,-154.85
"2024-07-01","611.01","344.76","443.83","17.07",-39.84,-154.8
"2024-07-02","611.45","344.87","444.02","17.07",-39.84,-154.67
"2024-07-03","611.81","344.98","444.21","17.07",-39.84,-154.59
