stateTime,Protocol Circulating Supply,Total FIL Mined,Total FIL Vested,Fil Reserve Disbursed,Total FIL Burned,Total FIL Locked
"2022-04-06","275.72","173.63","244.14","17.07",-29.66,-129.46
"2022-04-07","276.23","173.94","244.42","17.07",-29.67,-129.52
"2022-04-08","276.72","174.24","244.70","17.07",-29.69,-129.6
"2022-04-09","277.21","174.54","244.97","17.07",-29.7,-129.67
"2022-04-10","277.70","174.85","245.25","17.07",-29.72,-129.75
"2022-04-11","278.19","175.15","245.53","17.07",-29.73,-129.82
"2022-04-12","278.69","175.45","245.81","17.07",-29.75,-129.89
"2022-04-13","279.28","175.75","246.08","17.07",-29.76,-129.86
"2022-04-14","280.03","176.06","246.36","17.07",-29.78,-129.68
"2022-04-15","280.56","176.36","246.64","17.07",-29.8,-129.71
"2022-04-16","281.03","176.66","246.92","17.07",-29.81,-129.81
"2022-04-17","281.50","176.97","247.20","17.07",-29.83,-129.91
"2022-04-18","281.96","177.27","247.47","17.07",-29.84,-130.01
"2022-04-19","282.43","177.58","247.75","17.07",-29.86,-130.11
"2022-04-20","282.90","177.88","248.03","17.07",-29.87,-130.21
"2022-04-21","283.37","178.19","248.31","17.07",-29.89,-130.3
"2022-04-22","283.87","178.49","248.59","17.07",-29.9,-130.37
"2022-04-23","284.39","178.79","248.86","17.07",-29.92,-130.41
"2022-04-24","284.89","179.09","249.14","17.07",-29.93,-130.47
"2022-04-25","285.38","179.39","249.42","17.07",-29.95,-130.55
"2022-04-26","285.86","179.69","249.70","17.07",-29.97,-130.62
"2022-04-27","286.35","179.99","249.98","17.07",-29.99,-130.69
"2022-04-28","286.84","180.29","250.25","17.07",-30.01,-130.76
"2022-04-29","287.35","180.59","250.53","17.07",-30.03,-130.81
"2022-04-30","287.87","180.90","250.81","17.07",-30.05,-130.86
"2022-05-01","288.40","181.20","251.09","17.07",-30.06,-130.89
"2022-05-02","288.92","181.50","251.36","17.07",-30.08,-130.94
"2022-05-03","289.41","181.80","251.64","17.07",-30.09,-131.01
"2022-05-04","289.92","182.10","251.92","17.07",-30.11,-131.06
"2022-05-05","290.41","182.40","252.20","17.07",-30.13,-131.12
"2022-05-06","290.88","182.69","252.48","17.07",-30.15,-131.2
"2022-05-07","291.38","182.99","252.75","17.07",-30.17,-131.26
"2022-05-08","291.88","183.29","253.03","17.07",-30.2,-131.31
"2022-05-09","292.37","183.60","253.31","17.07",-30.22,-131.38
"2022-05-10","292.86","183.90","253.59","17.07",-30.25,-131.44
"2022-05-11","293.35","184.20","253.87","17.07",-30.27,-131.51
"2022-05-12","293.92","184.50","254.14","17.07",-30.32,-131.46
"2022-05-13","294.57","184.79","254.42","17.07",-30.48,-131.24
"2022-05-14","295.07","185.10","254.70","17.07",-30.5,-131.29
"2022-05-15","295.55","185.40","254.98","17.07",-30.52,-131.37
"2022-05-16","296.01","185.70","255.25","17.07",-30.54,-131.48
"2022-05-17","296.43","186.00","255.53","17.07",-30.55,-131.61
"2022-05-18","296.86","186.29","255.81","17.07",-30.57,-131.73
"2022-05-19","297.30","186.59","256.09","17.07",-30.59,-131.85
"2022-05-20","297.73","186.89","256.37","17.07",-30.61,-131.98
"2022-05-21","298.18","187.19","256.64","17.07",-30.62,-132.09
"2022-05-22","298.64","187.49","256.92","17.07",-30.64,-132.19
"2022-05-23","299.09","187.78","257.20","17.07",-30.65,-132.31
"2022-05-24","299.57","188.08","257.48","17.07",-30.67,-132.39
"2022-05-25","300.04","188.38","257.76","17.07",-30.68,-132.49
"2022-05-26","300.50","188.68","258.03","17.07",-30.69,-132.59
"2022-05-27","300.95","188.98","258.31","17.07",-30.7,-132.7
"2022-05-28","301.41","189.27","258.59","17.07",-30.72,-132.8
"2022-05-29","301.86","189.57","258.87","17.07",-30.73,-132.91
"2022-05-30","302.33","189.86","259.15","17.07",-30.75,-133
"2022-05-31","302.83","190.16","259.42","17.07",-30.76,-133.06
"2022-06-01","303.25","190.45","259.70","17.07",-30.77,-133.2
"2022-06-02","303.73","190.75","259.98","17.07",-30.79,-133.29
"2022-06-03","304.22","191.05","260.26","17.07",-30.8,-133.35
"2022-06-04","304.68","191.34","260.53","17.07",-30.81,-133.46
"2022-06-05","305.13","191.64","260.81","17.07",-30.82,-133.57
"2022-06-06","305.56","191.93","261.09","17.07",-30.83,-133.69
"2022-06-07","306.00","192.22","261.37","17.07",-30.85,-133.81
"2022-06-08","306.45","192.52","261.65","17.07",-30.86,-133.93
"2022-06-09","306.90","192.82","261.92","17.07",-30.87,-134.04
"2022-06-10","307.35","193.11","262.20","17.07",-30.88,-134.15
"2022-06-11","307.81","193.41","262.48","17.07",-30.89,-134.25
"2022-06-12","308.28","193.70","262.76","17.07",-30.9,-134.34
"2022-06-13","308.80","194.00","263.04","17.07",-30.92,-134.38
"2022-06-14","309.29","194.30","263.31","17.07",-30.93,-134.46
"2022-06-15","309.75","194.59","263.59","17.07",-30.95,-134.55
"2022-06-16","310.19","194.88","263.87","17.07",-30.97,-134.66
"2022-06-17","310.66","195.17","264.15","17.07",-30.98,-134.74
"2022-06-18","311.17","195.46","264.42","17.07",-31,-134.79
"2022-06-19","311.63","195.75","264.70","17.07",-31.02,-134.87
"2022-06-20","312.08","196.04","264.98","17.07",-31.04,-134.97
"2022-06-21","312.52","196.34","265.26","17.07",-31.05,-135.08
"2022-06-22","312.98","196.63","265.54","17.07",-31.07,-135.19
"2022-06-23","313.43","196.93","265.81","17.07",-31.08,-135.29
"2022-06-24","313.90","197.22","266.09","17.07",-31.09,-135.38
"2022-06-25","314.38","197.50","266.37","17.07",-31.11,-135.46
"2022-06-26","314.84","197.80","266.65","17.07",-31.12,-135.56
"2022-06-27","315.27","198.09","266.93","17.07",-31.13,-135.68
"2022-06-28","315.72","198.38","267.20","17.07",-31.15,-135.78
"2022-06-29","316.15","198.67","267.48","17.07",-31.17,-135.9
"2022-06-30","316.61","198.96","267.76","17.07",-31.18,-136
"2022-07-01","317.09","199.26","268.04","17.07",-31.19,-136.08
"2022-07-02","317.59","199.55","268.31","17.07",-31.19,-136.14
"2022-07-03","318.10","199.84","268.59","17.07",-31.2,-136.2
"2022-07-04","318.67","200.12","268.87","17.07",-31.2,-136.19
"2022-07-05","319.28","200.40","269.15","17.07",-31.23,-136.12
"2022-07-06","319.90","200.69","269.43","17.07",-31.27,-136.01
"2022-07-07","320.45","200.98","269.70","17.07",-31.31,-136
"2022-07-08","320.97","201.27","269.98","17.07",-31.33,-136.01
"2022-07-09","321.49","201.56","270.26","17.07",-31.36,-136.04
"2022-07-10","322.02","201.85","270.54","17.07",-31.38,-136.06
"2022-07-11","322.52","202.14","270.82","17.07",-31.4,-136.1
"2022-07-12","323.01","202.43","271.09","17.07",-31.42,-136.15
"2022-07-13","323.66","202.72","271.37","17.07",-31.45,-136.04
"2022-07-14","324.47","203.01","271.65","17.07",-31.48,-135.77
"2022-07-15","324.99","203.30","271.93","17.07",-31.51,-135.79
"2022-07-16","325.53","203.59","272.21","17.07",-31.53,-135.8
"2022-07-17","326.06","203.88","272.48","17.07",-31.55,-135.82
"2022-07-18","326.58","204.16","272.76","17.07",-31.57,-135.84
"2022-07-19","327.10","204.45","273.04","17.07",-31.59,-135.87
"2022-07-20","327.62","204.74","273.32","17.07",-31.61,-135.9
"2022-07-21","328.14","205.03","273.59","17.07",-31.64,-135.92
"2022-07-22","328.65","205.32","273.87","17.07",-31.66,-135.95
"2022-07-23","329.18","205.61","274.15","17.07",-31.68,-135.96
"2022-07-24","329.71","205.89","274.43","17.07",-31.7,-135.98
"2022-07-25","330.23","206.19","274.71","17.07",-31.72,-136.01
"2022-07-26","330.76","206.47","274.98","17.07",-31.74,-136.02
"2022-07-27","331.28","206.76","275.26","17.07",-31.76,-136.05
"2022-07-28","331.80","207.05","275.54","17.07",-31.78,-136.08
"2022-07-29","332.34","207.33","275.82","17.07",-31.81,-136.08
"2022-07-30","332.93","207.62","276.10","17.07",-31.82,-136.03
"2022-07-31","333.50","207.91","276.37","17.07",-31.83,-136.02
"2022-08-01","334.02","208.20","276.65","17.07",-31.85,-136.05
"2022-08-02","334.55","208.49","276.93","17.07",-31.86,-136.07
"2022-08-03","335.08","208.78","277.21","17.07",-31.87,-136.11
"2022-08-04","335.60","209.07","277.48","17.07",-31.89,-136.13
"2022-08-05","336.13","209.36","277.76","17.07",-31.91,-136.14
"2022-08-06","336.67","209.65","278.04","17.07",-31.93,-136.15
"2022-08-07","337.22","209.93","278.32","17.07",-31.94,-136.15
"2022-08-08","337.75","210.22","278.60","17.07",-31.96,-136.17
"2022-08-09","338.29","210.51","278.87","17.07",-31.98,-136.18
"2022-08-10","338.82","210.80","279.15","17.07",-32,-136.19
"2022-08-11","339.37","211.09","279.43","17.07",-32.03,-136.19
"2022-08-12","339.89","211.37","279.71","17.07",-32.05,-136.21
"2022-08-13","340.50","211.66","279.99","17.07",-32.06,-136.15
"2022-08-14","341.04","211.95","280.26","17.07",-32.08,-136.16
"2022-08-15","341.61","212.23","280.54","17.07",-32.1,-136.14
"2022-08-16","342.14","212.52","280.82","17.07",-32.12,-136.14
"2022-08-17","342.63","212.81","281.10","17.07",-32.14,-136.2
"2022-08-18","343.12","213.09","281.38","17.07",-32.16,-136.25
"2022-08-19","343.61","213.38","281.65","17.07",-32.18,-136.31
"2022-08-20","344.12","213.67","281.93","17.07",-32.19,-136.35
"2022-08-21","344.65","213.95","282.21","17.07",-32.2,-136.38
"2022-08-22","345.17","214.24","282.49","17.07",-32.22,-136.41
"2022-08-23","345.68","214.52","282.76","17.07",-32.23,-136.44
"2022-08-24","346.20","214.81","283.04","17.07",-32.25,-136.48
"2022-08-25","346.71","215.10","283.32","17.07",-32.27,-136.5
"2022-08-26","347.23","215.38","283.60","17.07",-32.3,-136.52
"2022-08-27","347.76","215.67","283.88","17.07",-32.32,-136.53
"2022-08-28","348.27","215.95","284.15","17.07",-32.34,-136.56
"2022-08-29","348.80","216.24","284.43","17.07",-32.36,-136.58
"2022-08-30","349.33","216.52","284.71","17.07",-32.39,-136.58
"2022-08-31","349.92","216.80","284.99","17.07",-32.41,-136.52
"2022-09-01","350.46","217.08","285.27","17.07",-32.43,-136.53
"2022-09-02","350.99","217.37","285.54","17.07",-32.45,-136.55
"2022-09-03","351.50","217.66","285.82","17.07",-32.46,-136.58
"2022-09-04","352.04","217.94","286.10","17.07",-32.49,-136.58
"2022-09-05","352.54","218.23","286.38","17.07",-32.5,-136.62
"2022-09-06","353.07","218.51","286.65","17.07",-32.52,-136.64
"2022-09-07","353.60","218.79","286.93","17.07",-32.54,-136.66
"2022-09-08","354.14","219.08","287.21","17.07",-32.55,-136.66
"2022-09-09","354.76","219.36","287.49","17.07",-32.56,-136.59
"2022-09-10","355.29","219.64","287.77","17.07",-32.57,-136.61
"2022-09-11","355.82","219.92","288.04","17.07",-32.58,-136.63
"2022-09-12","356.34","220.20","288.32","17.07",-32.59,-136.66
"2022-09-13","356.84","220.48","288.60","17.07",-32.61,-136.71
"2022-09-14","357.32","220.76","288.88","17.07",-32.62,-136.76
"2022-09-15","357.80","221.04","289.16","17.07",-32.64,-136.82
"2022-09-16","358.29","221.32","289.43","17.07",-32.66,-136.88
"2022-09-17","358.79","221.61","289.71","17.07",-32.67,-136.92
"2022-09-18","359.33","221.89","289.99","17.07",-32.71,-136.9
"2022-09-19","359.84","222.17","290.27","17.07",-32.73,-136.94
"2022-09-20","360.40","222.45","290.55","17.07",-32.76,-136.9
"2022-09-21","360.95","222.72","290.82","17.07",-32.78,-136.88
"2022-09-22","361.49","223.01","291.10","17.07",-32.8,-136.89
"2022-09-23","361.99","223.29","291.38","17.07",-32.82,-136.92
"2022-09-24","362.50","223.57","291.66","17.07",-32.83,-136.95
"2022-09-25","363.05","223.85","291.93","17.07",-32.86,-136.93
"2022-09-26","363.69","224.12","292.21","17.07",-32.88,-136.83
"2022-09-27","364.22","224.40","292.49","17.07",-32.9,-136.85
"2022-09-28","364.73","224.69","292.77","17.07",-32.91,-136.88
"2022-09-29","365.26","224.97","293.05","17.07",-32.93,-136.9
"2022-09-30","365.79","225.24","293.32","17.07",-32.95,-136.89
"2022-10-01","366.28","225.52","293.60","17.07",-32.97,-136.94
"2022-10-02","366.76","225.81","293.88","17.07",-32.98,-137.01
"2022-10-03","367.29","226.10","294.16","17.07",-33,-137.03
"2022-10-04","367.79","226.37","294.44","17.07",-33.02,-137.06
"2022-10-05","368.28","226.65","294.71","17.07",-33.03,-137.12
"2022-10-06","368.74","226.93","294.99","17.07",-33.04,-137.2
"2022-10-07","369.19","227.20","295.27","17.07",-33.06,-137.29
"2022-10-08","369.67","227.48","295.55","17.07",-33.1,-137.33
"2022-10-09","370.15","227.76","295.82","17.07",-33.12,-137.38
"2022-10-10","370.63","228.04","296.10","17.07",-33.14,-137.44
"2022-10-11","371.12","228.32","296.38","17.07",-33.15,-137.49
"2022-10-12","371.59","228.60","296.66","17.07",-33.17,-137.56
"2022-10-13","372.11","228.87","296.94","17.07",-33.18,-137.59
"2022-10-14","372.61","229.15","297.21","17.07",-33.19,-137.62
"2022-10-15","373.14","229.43","297.48","17.07",-33.19,-137.63
"2022-10-16","373.72","229.70","297.75","17.07",-33.2,-137.59
"2022-10-17","374.28","229.98","298.01","17.07",-33.21,-137.56
"2022-10-18","374.79","230.25","298.28","17.07",-33.22,-137.59
"2022-10-19","375.39","230.53","298.55","17.07",-33.23,-137.53
"2022-10-20","375.95","230.80","298.82","17.07",-33.24,-137.49
"2022-10-21","376.58","231.08","299.09","17.07",-33.26,-137.39
"2022-10-22","377.19","231.36","299.35","17.07",-33.28,-137.31
"2022-10-23","377.68","231.64","299.62","17.07",-33.29,-137.36
"2022-10-24","378.19","231.92","299.89","17.07",-33.31,-137.37
"2022-10-25","378.67","232.19","300.16","17.07",-33.37,-137.38
"2022-10-26","379.13","232.47","300.43","17.07",-33.38,-137.45
"2022-10-27","379.76","232.75","300.69","17.07",-33.45,-137.3
"2022-10-28","380.27","233.02","300.96","17.07",-33.46,-137.33
"2022-10-29","380.81","233.30","301.23","17.07",-33.46,-137.33
"2022-10-30","382.30","233.58","301.50","17.07",-33.46,-136.39
"2022-10-31","384.78","233.86","301.77","17.07",-33.47,-134.44
"2022-11-01","385.52","234.13","302.03","17.07",-33.47,-134.24
"2022-11-02","386.08","234.40","302.30","17.07",-33.47,-134.21
"2022-11-03","386.61","234.68","302.57","17.07",-33.48,-134.23
"2022-11-04","387.10","234.95","302.84","17.07",-33.49,-134.27
"2022-11-05","387.57","235.22","303.11","17.07",-33.5,-134.33
"2022-11-06","388.01","235.50","303.37","17.07",-33.52,-134.41
"2022-11-07","388.49","235.77","303.64","17.07",-33.53,-134.45
"2022-11-08","389.05","236.04","303.91","17.07",-33.55,-134.42
"2022-11-09","389.58","236.31","304.18","17.07",-33.56,-134.43
"2022-11-10","390.06","236.59","304.45","17.07",-33.57,-134.47
"2022-11-11","390.47","236.86","304.71","17.07",-33.58,-134.59
"2022-11-12","390.86","237.14","304.98","17.07",-33.59,-134.74
"2022-11-13","391.27","237.41","305.25","17.07",-33.61,-134.84
"2022-11-14","391.67","237.68","305.52","17.07",-33.64,-134.96
"2022-11-15","392.04","237.95","305.79","17.07",-33.65,-135.11
"2022-11-16","392.46","238.23","306.05","17.07",-33.66,-135.22
"2022-11-17","392.88","238.49","306.32","17.07",-33.67,-135.33
"2022-11-18","393.41","238.76","306.59","17.07",-33.67,-135.34
"2022-11-19","394.08","239.03","306.86","17.07",-33.68,-135.2
"2022-11-20","394.55","239.31","307.13","17.07",-33.68,-135.27
"2022-11-21","395.00","239.59","307.39","17.07",-33.69,-135.36
"2022-11-22","395.48","239.86","307.66","17.07",-33.69,-135.42
"2022-11-23","395.95","240.13","307.93","17.07",-33.7,-135.48
"2022-11-24","396.38","240.40","308.20","17.07",-33.74,-135.54
"2022-11-25","396.83","240.67","308.47","17.07",-33.77,-135.61
"2022-11-26","397.29","240.94","308.73","17.07",-33.77,-135.68
"2022-11-27","397.82","241.22","309.00","17.07",-33.78,-135.68
"2022-11-28","398.33","241.48","309.27","17.07",-33.78,-135.71
"2022-11-29","398.88","241.75","309.54","17.07",-33.79,-135.68
"2022-11-30","399.47","242.02","309.81","17.07",-33.82,-135.6
"2022-12-01","399.98","242.29","310.07","17.07",-33.84,-135.61
"2022-12-02","400.50","242.55","310.34","17.07",-33.84,-135.62
"2022-12-03","401.02","242.82","310.61","17.07",-33.85,-135.62
"2022-12-04","401.57","243.09","310.88","17.07",-33.85,-135.62
"2022-12-05","402.09","243.36","311.15","17.07",-33.86,-135.62
"2022-12-06","402.70","243.63","311.41","17.07",-33.86,-135.55
"2022-12-07","403.23","243.90","311.68","17.07",-33.87,-135.55
"2022-12-08","403.68","244.17","311.95","17.07",-33.87,-135.62
"2022-12-09","404.14","244.43","312.22","17.07",-33.88,-135.7
"2022-12-10","404.63","244.70","312.49","17.07",-33.9,-135.72
"2022-12-11","405.17","244.97","312.75","17.07",-33.93,-135.7
"2022-12-12","405.69","245.23","313.02","17.07",-33.93,-135.7
"2022-12-13","406.11","245.50","313.29","17.07",-33.94,-135.81
"2022-12-14","406.50","245.77","313.56","17.07",-33.96,-135.93
"2022-12-15","406.90","246.04","313.83","17.07",-33.98,-136.06
"2022-12-16","407.31","246.31","314.09","17.07",-33.99,-136.18
"2022-12-17","407.74","246.59","314.36","17.07",-33.99,-136.29
"2022-12-18","408.33","246.85","314.63","17.07",-33.99,-136.23
"2022-12-19","409.02","247.12","314.90","17.07",-33.99,-136.08
"2022-12-20","409.51","247.39","315.17","17.07",-34,-136.12
"2022-12-21","409.98","247.66","315.43","17.07",-34,-136.17
"2022-12-22","410.48","247.92","315.70","17.07",-34.01,-136.2
"2022-12-23","411.03","248.19","315.97","17.07",-34.01,-136.19
"2022-12-24","411.55","248.46","316.24","17.07",-34.02,-136.19
"2022-12-25","412.15","248.73","316.50","17.07",-34.02,-136.13
"2022-12-26","412.91","249.00","316.77","17.07",-34.02,-135.9
"2022-12-27","413.46","249.26","317.04","17.07",-34.03,-135.88
"2022-12-28","413.97","249.52","317.31","17.07",-34.03,-135.9
"2022-12-29","414.70","249.79","317.58","17.07",-34.13,-135.6
"2022-12-30","415.53","250.05","317.84","17.07",-34.15,-135.28
"2022-12-31","416.31","250.32","318.11","17.07",-34.15,-135.03
"2023-01-01","416.89","250.58","318.38","17.07",-34.16,-134.97
"2023-01-02","417.50","250.84","318.65","17.07",-34.16,-134.89
"2023-01-03","418.01","251.11","318.92","17.07",-34.17,-134.91
"2023-01-04","418.51","251.37","319.18","17.07",-34.19,-134.93
"2023-01-05","418.99","251.64","319.45","17.07",-34.21,-134.96
"2023-01-06","419.47","251.90","319.72","17.07",-34.22,-135.01
"2023-01-07","420.03","252.16","319.99","17.07",-34.22,-134.97
"2023-01-08","420.57","252.43","320.26","17.07",-34.25,-134.94
"2023-01-09","421.28","252.70","320.52","17.07",-34.37,-134.64
"2023-01-10","421.75","252.96","320.79","17.07",-34.42,-134.66
"2023-01-11","422.18","253.23","321.06","17.07",-34.43,-134.75
"2023-01-12","422.60","253.49","321.33","17.07",-34.44,-134.85
"2023-01-13","423.42","253.76","321.60","17.07",-34.46,-134.55
"2023-01-14","423.95","254.03","321.86","17.07",-34.46,-134.55
"2023-01-15","424.41","254.29","322.13","17.07",-34.47,-134.61
"2023-01-16","424.91","254.56","322.40","17.07",-34.48,-134.64
"2023-01-17","425.65","254.82","322.67","17.07",-34.49,-134.42
"2023-01-18","426.19","255.08","322.94","17.07",-34.5,-134.4
"2023-01-19","426.68","255.35","323.20","17.07",-34.5,-134.44
"2023-01-20","427.19","255.61","323.47","17.07",-34.5,-134.46
"2023-01-21","427.74","255.88","323.74","17.07",-34.51,-134.44
"2023-01-22","428.35","256.14","324.01","17.07",-34.51,-134.36
"2023-01-23","428.90","256.41","324.28","17.07",-34.51,-134.34
"2023-01-24","429.50","256.67","324.54","17.07",-34.51,-134.26
"2023-01-25","430.11","256.94","324.81","17.07",-34.52,-134.19
"2023-01-26","430.89","257.20","325.08","17.07",-34.52,-133.94
"2023-01-27","431.51","257.47","325.35","17.07",-34.52,-133.85
"2023-01-28","432.16","257.74","325.62","17.07",-34.52,-133.73
"2023-01-29","432.79","258.00","325.88","17.07",-34.53,-133.63
"2023-01-30","433.75","258.27","326.15","17.07",-34.53,-133.2
"2023-01-31","434.34","258.53","326.42","17.07",-34.53,-133.15
"2023-02-01","434.86","258.80","326.69","17.07",-34.54,-133.15
"2023-02-02","435.37","259.06","326.96","17.07",-34.54,-133.17
"2023-02-03","435.85","259.32","327.22","17.07",-34.54,-133.22
"2023-02-04","436.37","259.59","327.49","17.07",-34.55,-133.23
"2023-02-05","436.90","259.85","327.76","17.07",-34.56,-133.22
"2023-02-06","437.38","260.12","328.03","17.07",-34.57,-133.26
"2023-02-07","437.84","260.38","328.30","17.07",-34.57,-133.34
"2023-02-08","438.28","260.64","328.56","17.07",-34.58,-133.41
"2023-02-09","438.68","260.91","328.83","17.07",-34.58,-133.54
"2023-02-10","439.16","261.17","329.10","17.07",-34.58,-133.59
"2023-02-11","439.59","261.43","329.37","17.07",-34.59,-133.68
"2023-02-12","440.04","261.68","329.64","17.07",-34.59,-133.75
"2023-02-13","440.57","261.94","329.90","17.07",-34.59,-133.75
"2023-02-14","441.01","262.19","330.17","17.07",-34.59,-133.82
"2023-02-15","441.38","262.44","330.44","17.07",-34.6,-133.97
"2023-02-16","441.76","262.69","330.71","17.07",-34.61,-134.1
"2023-02-17","442.10","262.95","330.98","17.07",-34.61,-134.28
"2023-02-18","442.48","263.21","331.24","17.07",-34.61,-134.42
"2023-02-19","442.82","263.46","331.51","17.07",-34.62,-134.61
"2023-02-20","443.13","263.72","331.78","17.07",-34.63,-134.81
"2023-02-21","443.45","263.97","332.05","17.07",-34.64,-134.99
"2023-02-22","443.78","264.23","332.32","17.07",-34.66,-135.17
"2023-02-23","444.26","264.48","332.58","17.07",-34.68,-135.2
"2023-02-24","444.59","264.73","332.85","17.07",-34.68,-135.38
"2023-02-25","444.96","264.99","333.12","17.07",-34.68,-135.53
"2023-02-26","445.30","265.24","333.39","17.07",-34.69,-135.7
"2023-02-27","445.76","265.49","333.66","17.07",-34.71,-135.75
"2023-02-28","446.12","265.74","333.92","17.07",-34.72,-135.88
"2023-03-01","446.44","265.98","334.19","17.07",-34.74,-136.06
"2023-03-02","446.74","266.23","334.46","17.07",-34.76,-136.26
"2023-03-03","447.07","266.48","334.73","17.07",-34.77,-136.44
"2023-03-04","447.40","266.73","335.00","17.07",-34.78,-136.61
"2023-03-05","447.72","266.97","335.26","17.07",-34.79,-136.79
"2023-03-06","448.14","267.22","335.53","17.07",-34.81,-136.87
"2023-03-07","448.50","267.46","335.80","17.07",-34.83,-137
"2023-03-08","448.80","267.70","336.07","17.07",-34.87,-137.17
"2023-03-09","449.10","267.95","336.34","17.07",-34.92,-137.33
"2023-03-10","449.43","268.18","336.60","17.07",-34.96,-137.46
"2023-03-11","449.79","268.42","336.87","17.07",-34.97,-137.61
"2023-03-12","450.10","268.66","337.14","17.07",-34.98,-137.78
"2023-03-13","450.47","268.90","337.41","17.07",-34.99,-137.91
"2023-03-14","450.94","269.13","337.68","17.07",-35.01,-137.93
"2023-03-15","451.32","269.37","337.94","17.07",-35.03,-138.02
"2023-03-16","451.72","269.61","338.21","17.07",-35.06,-138.1
"2023-03-17","452.07","269.84","338.48","17.07",-35.09,-138.24
"2023-03-18","452.42","270.08","338.75","17.07",-35.11,-138.36
"2023-03-19","452.79","270.32","339.02","17.07",-35.13,-138.48
"2023-03-20","453.11","270.56","339.28","17.07",-35.15,-138.65
"2023-03-21","453.44","270.79","339.55","17.07",-35.18,-138.79
"2023-03-22","453.73","271.02","339.82","17.07",-35.21,-138.96
"2023-03-23","454.05","271.25","340.09","17.07",-35.24,-139.11
"2023-03-24","454.35","271.49","340.36","17.07",-35.27,-139.29
"2023-03-25","454.71","271.72","340.62","17.07",-35.29,-139.41
"2023-03-26","455.13","271.95","340.89","17.07",-35.32,-139.45
"2023-03-27","455.47","272.18","341.16","17.07",-35.36,-139.58
"2023-03-28","455.75","272.41","341.43","17.07",-35.38,-139.77
"2023-03-29","456.04","272.64","341.70","17.07",-35.41,-139.95
"2023-03-30","456.48","272.87","341.96","17.07",-35.44,-139.98
"2023-03-31","456.81","273.10","342.23","17.07",-35.46,-140.14
"2023-04-01","457.07","273.33","342.50","17.07",-35.48,-140.34
"2023-04-02","457.39","273.56","342.77","17.07",-35.5,-140.5
"2023-04-03","457.79","273.78","343.04","17.07",-35.52,-140.58
"2023-04-04","458.15","274.01","343.30","17.07",-35.53,-140.7
"2023-04-05","458.51","274.24","343.57","17.07",-35.63,-140.74
"2023-04-06","458.87","274.45","343.84","17.07",-35.69,-140.8
"2023-04-07","459.23","274.68","344.11","17.07",-35.7,-140.92
"2023-04-08","459.51","274.90","344.37","17.07",-35.71,-141.12
"2023-04-09","459.84","275.09","344.64","17.07",-35.73,-141.24
"2023-04-10","460.15","275.28","344.91","17.07",-35.76,-141.35
"2023-04-11","460.67","275.47","345.18","17.07",-35.79,-141.26
"2023-04-12","461.12","275.67","345.45","17.07",-35.83,-141.24
"2023-04-13","461.43","275.87","345.71","17.07",-35.85,-141.37
"2023-04-14","461.76","276.07","345.98","17.07",-35.87,-141.48
"2023-04-15","462.14","276.27","346.25","17.07",-35.89,-141.56
"2023-04-16","462.43","276.46","346.52","17.07",-35.91,-141.7
"2023-04-17","462.71","276.66","346.79","17.07",-35.94,-141.86
"2023-04-18","462.99","276.85","347.05","17.07",-35.97,-142.01
"2023-04-19","463.28","277.05","347.32","17.07",-35.99,-142.16
"2023-04-20","463.56","277.23","347.59","17.07",-36.02,-142.31
"2023-04-21","464.03","277.43","347.86","17.07",-36.05,-142.27
"2023-04-22","464.31","277.62","348.13","17.07",-36.06,-142.45
"2023-04-23","464.62","277.80","348.39","17.07",-36.08,-142.56
"2023-04-24","464.94","277.96","348.66","17.07",-36.1,-142.65
"2023-04-25","465.26","278.14","348.93","17.07",-36.11,-142.78
"2023-04-26","465.65","278.34","349.20","17.07",-36.11,-142.84
"2023-04-27","465.98","278.53","349.47","17.07",-36.15,-142.94
"2023-04-28","466.24","278.73","349.73","17.07",-36.18,-143.12
"2023-04-29","466.56","278.95","350.00","17.07",-36.19,-143.27
"2023-04-30","466.82","279.16","350.27","17.07",-36.19,-143.49
"2023-05-01","467.04","279.37","350.54","17.07",-36.2,-143.73
"2023-05-02","467.30","279.58","350.81","17.07",-36.21,-143.95
"2023-05-03","467.55","279.80","351.07","17.07",-36.21,-144.17
"2023-05-04","467.77","280.01","351.34","17.07",-36.22,-144.43
"2023-05-05","467.97","280.23","351.61","17.07",-36.24,-144.69
"2023-05-06","468.17","280.44","351.88","17.07",-36.27,-144.94
"2023-05-07","468.35","280.65","352.15","17.07",-36.29,-145.22
"2023-05-08","468.52","280.86","352.41","17.07",-36.31,-145.51
"2023-05-09","468.74","281.08","352.68","17.07",-36.33,-145.75
"2023-05-10","468.98","281.29","352.95","17.07",-36.36,-145.97
"2023-05-11","469.17","281.50","353.22","17.07",-36.39,-146.23
"2023-05-12","469.35","281.71","353.49","17.07",-36.41,-146.5
"2023-05-13","469.62","281.93","353.75","17.07",-36.45,-146.68
"2023-05-14","469.85","282.13","354.02","17.07",-36.48,-146.9
"2023-05-15","470.03","282.34","354.29","17.07",-36.51,-147.16
"2023-05-16","470.23","282.54","354.56","17.07",-36.54,-147.39
"2023-05-17","470.42","282.75","354.83","17.07",-36.58,-147.64
"2023-05-18","470.64","282.96","355.09","17.07",-36.61,-147.87
"2023-05-19","470.90","283.16","355.36","17.07",-36.65,-148.04
"2023-05-20","471.11","283.38","355.63","17.07",-36.68,-148.28
