,Commit Pledge per 32GiB QAP,Protocol Circulating Supply,Total FIL Mined,Total FIL Vested,Fil Reserve Disbursed,Total FIL Burned,Total FIL Locked,Network QA Power,Network RB Power,Baseline Power,Active Faults,Block Rewards per WinCount,stateTime,FIL-USD,BTC-USD,ETH-USD,onboard_32G,onboard_64G,daily_onboard_QAP,dlog_FILUSD,dlog_QAP,est_20-day_reward,consensus_term,Pledge_theory,gap
313,0.1722,162.22,100.1,176.47,17.07,-27.54,-103.88,9.58,9.57,5.0,6.75,24.31,2021-08-22,77.2397689819336,49321.65234375,3242.115478515625,28.54,24.59,1.6603124999999999,-0.012312993953993434,0.006282743179494954,0.7306889352818253,5.079958246346555,5.81064718162838,-5.63844718162838
314,0.1717,162.61,100.44,176.84,17.07,-27.55,-104.18,9.62,9.62,5.01,8.93,24.3,2021-08-23,79.98380279541016,49546.1484375,3319.25732421875,28.54,26.75,1.7278125,0.034909682474156156,0.004166672694846163,0.706860706860714,5.070997920997922,5.7778586278586355,-5.606158627858635
315,0.1712,162.99,100.79,177.2,17.07,-27.57,-104.49,9.68,9.67,5.02,11.15,24.28,2021-08-24,74.42459869384766,47706.1171875,3172.456298828125,29.35,27.9,1.7890625,-0.0720376343184288,0.006217636610870603,0.7231404958677863,5.0513429752066115,5.774483471074397,-5.6032834710743975
316,0.1705,163.38,101.13,177.57,17.07,-27.59,-104.81,9.73,9.73,5.03,9.92,24.27,2021-08-25,76.39356231689453,48960.7890625,3224.915283203125,29.33,27.33,1.770625,0.026111914955023963,0.005151994909427859,0.6988694758478708,5.037410071942445,5.736279547790316,-5.565779547790316
317,0.1698,163.74,101.47,177.94,17.07,-27.61,-105.12,9.79,9.79,5.04,8.54,24.26,2021-08-26,72.44007873535156,46942.21875,3100.325439453125,30.79,28.57,1.855,-0.05313870983530933,0.006147560344505365,0.6945863125638477,5.017568947906027,5.712155260469875,-5.542355260469875
318,0.1692,164.11,101.82,178.3,17.07,-27.62,-105.45,9.85,9.85,5.05,7.37,24.24,2021-08-27,75.15064239501953,49058.66796875,3270.600830078125,30.4,28.95,1.8546874999999998,0.03673494441405545,0.0061099986415786844,0.7106598984771458,4.998274111675127,5.708934010152273,-5.539734010152273
319,0.1685,164.49,102.17,178.67,17.07,-27.64,-105.77,9.91,9.9,5.06,8.18,24.23,2021-08-28,73.95093536376953,48902.40234375,3244.4033203125,30.89,28.06,1.8421875,-0.016092826658928416,0.006072893157898829,0.7063572149344269,4.979515640766902,5.685872855701329,-5.517372855701329
320,0.1679,164.87,102.51,179.03,17.07,-27.66,-106.08,9.96,9.96,5.07,10.99,24.22,2021-08-29,73.67280578613281,48829.83203125,3227.002685546875,31.16,26.37,1.7978125,-0.0037680918334110913,0.0050327232546103495,0.6827309236947859,4.965963855421686,5.648694779116472,-5.480794779116471
321,0.1673,165.23,102.85,179.4,17.07,-27.7,-106.39,10.02,10.01,5.08,14.63,24.2,2021-08-30,71.13211822509766,47054.984375,3224.374267578125,32.03,26.14,1.8178125,-0.03509477790845317,0.006006024060211779,0.6786427145708368,4.947005988023951,5.6256487025947886,-5.4583487025947885
322,0.1667,165.6,103.19,179.76,17.07,-27.72,-106.7,10.08,10.07,5.09,9.83,24.19,2021-08-31,75.94700622558594,47166.6875,3433.732666015625,33.42,26.17,1.8621875,0.06549684263133848,0.0059701669865037665,0.6746031746031813,4.928571428571429,5.60317460317461,-5.43647460317461
323,0.166,165.97,103.54,180.13,17.07,-27.75,-107.01,10.13,10.12,5.1,13.95,24.17,2021-09-01,78.7352294921875,48847.02734375,3834.828125,32.63,27.0,1.8634375,0.03605488754624275,0.004948055617369551,0.6910167818361471,4.9152023692003945,5.606219151036542,-5.440219151036541
324,0.1654,166.34,103.88,180.49,17.07,-27.78,-107.32,10.2,10.19,5.11,8.24,24.16,2021-09-02,77.44425201416016,49327.72265625,3790.989990234375,32.57,28.2,1.8990624999999999,-0.0165323494411993,0.0068864020296333095,0.6666666666666455,4.892352941176471,5.559019607843116,-5.3936196078431164
325,0.1646,166.71,104.23,180.86,17.07,-27.8,-107.64,10.25,10.25,5.12,13.52,24.15,2021-09-03,77.74469757080078,50025.375,3940.61474609375,32.21,29.09,1.915625,0.0038720016188085182,0.004889985294191934,0.6829268292683093,4.879317073170731,5.56224390243904,-5.39764390243904
326,0.1641,167.1,104.57,181.22,17.07,-27.82,-107.94,10.31,10.31,5.13,8.57,24.13,2021-09-04,94.90006256103516,49944.625,3887.828369140625,31.4,27.54,1.841875,0.1993940145593731,0.0058365924444516715,0.6595538312317928,4.8622696411251205,5.521823472356913,-5.357723472356913
327,0.1636,167.5,104.92,181.59,17.07,-27.83,-108.23,10.36,10.35,5.14,12.88,24.12,2021-09-05,113.60474395751953,51753.41015625,3952.133544921875,30.16,27.23,1.7934375,0.17990090075774656,0.004837938802467967,0.6756756756756922,4.850386100386101,5.526061776061793,-5.362461776061793
328,0.1631,167.91,105.26,181.95,17.07,-27.85,-108.51,10.42,10.41,5.15,12.24,24.11,2021-09-06,106.24044036865234,52633.53515625,3928.37939453125,28.66,26.74,1.73125,-0.0670204348487573,0.005774799493884153,0.6525911708253425,4.83426103646833,5.486852207293673,-5.323752207293673
329,0.1625,168.31,105.6,182.32,17.07,-27.88,-108.79,10.47,10.47,5.16,10.78,24.09,2021-09-07,83.97139739990234,46811.12890625,3426.394287109375,30.55,25.31,1.745625,-0.2352285970422212,0.004786988557224703,0.6494746895892821,4.822636103151862,5.4721107927411445,-5.309610792741145
330,0.1622,168.68,105.93,182.68,17.07,-27.91,-109.09,10.53,10.52,5.17,12.48,24.08,2021-09-08,88.20660400390625,46091.390625,3497.315185546875,31.94,27.33,1.8521874999999999,0.04920560182389089,0.005714301263438415,0.6267806267806506,4.805698005698006,5.432478632478657,-5.270278632478656
331,0.1615,169.06,106.27,183.05,17.07,-27.93,-109.4,10.59,10.58,5.18,11.57,24.07,2021-09-09,88.57160949707031,46391.421875,3427.340087890625,34.17,28.06,1.9446875000000001,0.004129536153132385,0.005681833467431119,0.6421152030216982,4.7892351274787535,5.431350330500452,-5.269850330500452
332,0.1608,169.43,106.61,183.41,17.07,-27.95,-109.71,10.65,10.65,5.19,4.97,24.05,2021-09-10,82.48832702636719,44883.91015625,3211.505859375,34.61,28.2,1.9628125,-0.07115457895018729,0.005649732542118979,0.638497652582166,4.772676056338028,5.411173708920194,-5.250373708920194
333,0.1603,169.82,106.95,183.78,17.07,-27.96,-110.01,10.7,10.7,5.2,15.68,24.04,2021-09-11,81.74470520019531,45201.45703125,3270.278076171875,33.12,27.2,1.8849999999999998,-0.009055753253925047,0.004683849312426158,0.6355140186915952,4.761308411214953,5.396822429906549,-5.2365224299065485
334,0.1597,170.21,107.3,184.14,17.07,-27.98,-110.31,10.77,10.76,5.21,6.3,24.03,2021-09-12,83.78145599365234,46063.26953125,3410.134521484375,32.59,27.58,1.8803125,0.024610654654997788,0.006520749700436923,0.6499535747446505,4.741225626740947,5.391179201485597,-5.231479201485597
335,0.159,170.61,107.64,184.51,17.07,-28.0,-110.6,10.82,10.82,5.22,7.93,24.01,2021-09-13,78.252685546875,44963.07421875,3285.51171875,33.41,25.04,1.8265624999999999,-0.06826854522228043,0.004631782250038352,0.6284658040665497,4.730406654343808,5.3588724584103575,-5.199872458410358
336,0.1586,171.0,107.98,184.87,17.07,-28.01,-110.91,10.88,10.88,5.23,8.49,24.0,2021-09-14,80.84123229980469,47092.4921875,3429.169677734375,33.26,28.69,1.9359375,0.032543987188861756,0.00552996800946115,0.6250000000000062,4.7150735294117645,5.340073529411771,-5.181473529411771
337,0.1581,171.38,108.33,185.24,17.07,-28.03,-111.21,10.94,10.94,5.24,9.1,23.99,2021-09-15,86.35386657714844,48176.34765625,3615.28271484375,33.29,28.61,1.934375,0.0659664454456248,0.005499555566038428,0.6398537477147976,4.69963436928702,5.339488117001817,-5.181388117001817
338,0.1574,171.78,108.67,185.6,17.07,-28.05,-111.51,11.01,11.0,5.25,8.56,23.97,2021-09-16,84.73345184326172,47783.359375,3571.294921875,34.56,26.73,1.9153125000000002,-0.018943112845135168,0.006378153740753234,0.6176203451407873,4.680653950953679,5.298274296094466,-5.1408742960944664
339,0.1569,172.17,109.01,185.97,17.07,-28.06,-111.81,11.06,11.05,5.26,11.53,23.96,2021-09-17,85.70353698730469,47267.51953125,3398.538818359375,35.05,25.48,1.8915625,0.011383627774037564,0.004531045359600583,0.6148282097649248,4.67007233273056,5.2849005424954845,-5.128000542495484
340,0.1565,172.57,109.35,186.33,17.07,-28.08,-112.1,11.12,11.11,5.27,13.29,23.95,2021-09-18,84.35784149169922,48278.36328125,3432.018310546875,34.96,25.44,1.8875000000000002,-0.01582632806874429,0.0054102927282473345,0.6115107913668871,4.655665467625899,5.2671762589927855,-5.110676258992785
341,0.156,172.98,109.68,186.7,17.07,-28.09,-112.38,11.17,11.17,5.28,11.81,23.93,2021-09-19,83.51979064941406,47260.21875,3329.447998046875,34.13,24.87,1.84375,-0.009984150874923436,0.004486324258672791,0.590868397493308,4.645837063563115,5.236705461056423,-5.080705461056423
342,0.1555,173.39,110.02,187.06,17.07,-28.11,-112.66,11.23,11.22,5.29,9.28,23.92,2021-09-20,74.07109069824219,42843.80078125,2958.993408203125,33.71,25.22,1.8415625,-0.12005830038598209,0.005357155669242886,0.6055209260908089,4.631967943009795,5.237488869100604,-5.081988869100604
343,0.1551,173.79,110.36,187.43,17.07,-28.12,-112.94,11.29,11.28,5.3,11.1,23.91,2021-09-21,69.44524383544922,40693.67578125,2764.43115234375,34.43,24.15,1.830625,-0.06448673358854329,0.005328609411218377,0.6023029229406616,4.617980513728964,5.220283436669625,-5.065183436669625
344,0.1546,174.2,110.7,187.79,17.07,-28.14,-113.22,11.35,11.34,5.31,10.9,23.89,2021-09-22,74.58354187011719,43574.5078125,3077.867919921875,35.0,23.8,1.8375,0.0713812809424672,0.005300365765841253,0.5991189427312835,4.604405286343613,5.203524229074896,-5.0489242290748955
345,0.1542,174.6,111.03,188.16,17.07,-28.15,-113.5,11.4,11.39,5.32,15.18,23.88,2021-09-23,74.83851623535156,44895.09765625,3155.523681640625,34.75,24.95,1.865625,0.0034128108787543354,0.00439561147303813,0.5789473684210497,4.594736842105263,5.1736842105263126,-5.019484210526312
346,0.1538,175.01,111.37,188.52,17.07,-28.17,-113.78,11.45,11.45,5.33,12.35,23.87,2021-09-24,63.30156326293945,42839.75,2931.669189453125,35.77,23.29,1.845625,-0.1674226504434415,0.004376374599798893,0.5938864628821021,4.585414847161572,5.179301310043674,-5.025501310043674
347,0.1533,175.44,111.71,188.89,17.07,-28.18,-114.04,11.52,11.51,5.34,10.02,23.85,2021-09-25,60.451473236083984,42716.59375,2925.565673828125,34.03,21.81,1.745,-0.04606907702724694,0.006094925267496443,0.590277777777759,4.56875,5.159027777777759,-5.005727777777759
348,0.1528,175.87,112.04,189.25,17.07,-28.2,-114.3,11.57,11.56,5.35,8.16,23.84,2021-09-26,55.73310470581055,43208.5390625,3062.265380859375,33.91,21.12,1.7196875,-0.081266638109323,0.004330885937839923,0.5704407951599179,4.560155574762317,5.130596369922235,-4.977796369922235
349,0.1524,176.31,112.38,189.62,17.07,-28.21,-114.55,11.62,11.61,5.36,13.01,23.83,2021-09-27,59.12313461303711,42235.73046875,2934.138916015625,32.08,22.57,1.7078125,0.05904798662357447,0.00431221021818029,0.5851979345955064,4.5518932874354565,5.137091222030963,-4.984691222030963
350,0.1522,176.73,112.72,189.98,17.07,-28.22,-114.82,11.68,11.67,5.37,12.24,23.81,2021-09-28,55.43757247924805,41034.54296875,2807.296630859375,31.73,24.56,1.7590625,-0.06436472895553802,0.00515022597631587,0.5821917808219237,4.53929794520548,5.121489726027403,-4.969289726027403
351,0.1519,177.14,113.06,190.35,17.07,-28.24,-115.09,11.71,11.7,5.38,26.89,23.8,2021-09-29,57.06840133666992,41564.36328125,2853.143310546875,32.64,25.46,1.815625,0.028993004358631502,0.002565200209544649,0.5807002561912953,4.538172502134927,5.118872758326222,-4.9669727583262215
352,0.1516,177.55,113.4,190.71,17.07,-28.25,-115.37,11.79,11.78,5.39,8.48,23.79,2021-09-30,60.012264251708984,43790.89453125,3001.678955078125,33.59,25.11,1.834375,0.050298373697284404,0.006808536939653553,0.576759966072949,4.517811704834606,5.094571670907555,-4.942971670907554
353,0.1508,177.98,113.73,191.08,17.07,-28.27,-115.62,11.84,11.83,5.4,11.92,23.77,2021-10-01,71.51819610595703,48116.94140625,3307.51611328125,31.6,24.44,1.7512500000000002,0.17540296278546919,0.004231914906580148,0.5574324324324296,4.509628378378379,5.067060810810808,-4.916260810810808
354,0.1504,178.42,114.07,191.44,17.07,-28.28,-115.88,11.9,11.89,5.41,8.48,23.76,2021-10-02,69.96268463134766,47711.48828125,3391.6943359375,30.7,24.31,1.7190625,-0.02198988509659916,0.005054770661624186,0.5714285714285533,4.49798319327731,5.069411764705864,-4.919011764705863
355,0.1502,178.85,114.4,191.81,17.07,-28.29,-116.13,11.94,11.93,5.42,18.63,23.75,2021-10-03,69.07921600341797,48199.953125,3418.358642578125,32.03,24.23,1.7581250000000002,-0.012708119115268701,0.0033557078469721446,0.5527638190954983,4.493718592964824,5.046482412060323,-4.896282412060323
356,0.15,179.28,114.74,192.17,17.07,-28.31,-116.39,12.01,12.0,5.43,7.85,23.73,2021-10-04,69.53907012939453,49112.90234375,3380.089111328125,31.72,23.37,1.7215625,0.0066348506499442905,0.005845528127436328,0.5661948376352859,4.478268109908409,5.044462947543695,-4.894462947543695
357,0.1494,179.73,115.08,192.54,17.07,-28.32,-116.63,12.06,12.05,5.44,5.34,23.72,2021-10-05,70.96365356445312,51514.8125,3518.5185546875,29.39,22.42,1.6190625,0.02027906958417791,0.004154555207147137,0.563847429519077,4.4708955223880595,5.034742951907137,-4.885342951907137
358,0.1491,180.21,115.42,192.9,17.07,-28.33,-116.84,12.11,12.1,5.45,6.8,23.71,2021-10-06,71.89198303222656,55361.44921875,3580.56201171875,27.94,20.16,1.503125,0.012996932534931283,0.004137366265961617,0.561519405450047,4.464327002477292,5.0258464079273395,-4.87674640792734
359,0.149,180.68,115.75,193.27,17.07,-28.34,-117.06,12.14,12.13,5.46,20.84,23.7,2021-10-07,71.45570373535156,53805.984375,3587.974853515625,26.37,21.37,1.491875,-0.006087027336032058,0.002474228066351447,0.5436573311367352,4.46490939044481,5.008566721581546,-4.859566721581546
360,0.1491,181.15,116.09,193.63,17.07,-28.36,-117.28,12.2,12.19,5.47,13.93,23.68,2021-10-08,79.3602294921875,53967.84765625,3563.75927734375,27.47,21.47,1.529375,0.104919625222891,0.004930166107858458,0.5573770491803335,4.454508196721312,5.011885245901645,-4.862785245901645
361,0.1487,181.62,116.42,194.0,17.07,-28.37,-117.5,12.25,12.24,5.48,10.34,23.67,2021-10-09,76.70929718017578,54968.22265625,3575.716796875,27.64,22.11,1.5546875,-0.033974438866395396,0.004089985251525263,0.5387755102040789,4.447836734693877,4.986612244897956,-4.837912244897956
362,0.1483,182.09,116.76,194.36,17.07,-28.38,-117.72,12.29,12.28,5.49,11.45,23.66,2021-10-10,69.88310241699219,54771.578125,3425.852783203125,27.16,20.61,1.4928124999999999,-0.09319903526153528,0.0032599865872073863,0.5532953620829999,4.444833197721725,4.998128559804725,-4.849828559804725
363,0.1482,182.57,117.09,194.73,17.07,-28.39,-117.92,12.33,12.32,5.5,16.61,23.64,2021-10-11,73.2475357055664,57484.7890625,3545.35400390625,27.2,20.06,1.476875,0.047020724455293816,0.003249393598309336,0.5352798053527953,4.442092457420924,4.977372262773719,-4.829172262773719
364,0.148,183.05,117.42,195.09,17.07,-28.4,-118.13,12.39,12.37,5.51,9.96,23.63,2021-10-12,69.77430725097656,56041.05859375,3492.5732421875,26.49,19.69,1.443125,-0.04857875404043721,0.0048543784647980814,0.5326876513317164,4.432203389830508,4.9648910411622245,-4.816891041162225
365,0.1477,183.55,117.76,195.46,17.07,-28.41,-118.32,12.42,12.4,5.52,20.16,23.62,2021-10-13,68.2784652709961,57401.09765625,3606.20166015625,25.97,18.0,1.3740625,-0.021671430364226474,0.0024183808642819216,0.5475040257649009,4.433574879227054,4.981078904991955,-4.833378904991955
366,0.1479,184.02,118.09,195.79,17.07,-28.42,-118.5,12.45,12.44,5.53,23.61,23.61,2021-10-14,70.28178405761719,57321.5234375,3786.01416015625,25.61,17.49,1.3468749999999998,0.02891822731232896,0.0024125464053836865,0.5301204819277081,4.43421686746988,4.964337349397589,-4.816437349397589
367,0.1477,184.44,118.43,196.07,17.07,-28.43,-118.69,12.51,12.5,5.54,9.5,23.59,2021-10-15,67.23261260986328,61593.94921875,3862.634765625,26.1,17.54,1.36375,-0.044354211493811135,0.004807701568103173,0.5435651478817001,4.4230215827338135,4.966586730615513,-4.818886730615513
368,0.1473,184.86,118.77,196.35,17.07,-28.44,-118.88,12.55,12.54,5.55,7.97,23.58,2021-10-16,66.51651763916016,60892.1796875,3830.382080078125,20.9,13.73,1.0821874999999999,-0.010708134129784774,0.0031923410989733725,0.5418326693226919,4.418964143426295,4.9607968127489865,-4.813496812748987
369,0.1471,185.29,119.1,196.62,17.07,-28.45,-119.05,12.57,12.56,5.56,15.67,23.57,2021-10-17,63.41889190673828,61553.6171875,3847.1044921875,23.51,15.22,1.2103125000000001,-0.04768850571287864,0.0015923570243630003,0.525059665871119,4.422195704057279,4.947255369928397,-4.800155369928397
370,0.1472,185.73,119.44,196.9,17.07,-28.45,-119.22,12.61,12.6,5.57,17.21,23.56,2021-10-18,63.39232635498047,62026.078125,3748.76025390625,23.82,14.33,1.1921875,-0.00041897795022549644,0.0031771273746721285,0.539254559873122,4.418636003172085,4.957890563045207,-4.810690563045207
371,0.147,186.17,119.77,197.18,17.07,-28.46,-119.38,12.66,12.65,5.59,11.73,23.54,2021-10-19,62.96736526489258,64261.9921875,3877.65087890625,24.32,13.82,1.191875,-0.006726238198636381,0.003957266739202048,0.5213270142180068,4.411611374407582,4.932938388625589,-4.785938388625588
372,0.1467,186.61,120.1,197.46,17.07,-28.47,-119.54,12.69,12.68,5.6,19.18,23.53,2021-10-20,66.84131622314453,65992.8359375,4155.9921875,22.53,14.34,1.1521875000000001,0.05970481517212445,0.0023668650102659505,0.5200945626477514,4.411583924349882,4.931678486997634,-4.784978486997634
373,0.1469,187.07,120.43,197.73,17.07,-28.48,-119.68,12.72,12.71,5.61,19.53,23.52,2021-10-21,63.603431701660156,62210.171875,4054.32275390625,23.41,12.55,1.12375,-0.049653969217197336,0.002361276185679717,0.5188679245283215,4.412028301886791,4.930896226415113,-4.7839962264151135
374,0.1468,187.52,120.77,198.01,17.07,-28.49,-119.84,12.76,12.75,5.62,16.01,23.5,2021-10-22,65.84414672851562,60692.265625,3970.181884765625,23.26,14.3,1.17375,0.034623109825181686,0.0031397200046678897,0.5329153605015505,4.408777429467085,4.941692789968635,-4.794892789968635
375,0.1467,187.97,121.1,198.29,17.07,-28.5,-119.99,12.79,12.77,5.63,21.93,23.49,2021-10-23,64.85674285888672,61393.6171875,4171.66357421875,22.01,14.61,1.1443750000000001,-0.015109654695851127,0.002348337674107359,0.5160281469898331,4.408991399530883,4.9250195465207165,-4.778319546520716
376,0.1467,188.43,121.44,198.57,17.07,-28.5,-120.14,12.81,12.8,5.64,32.36,23.48,2021-10-24,62.658470153808594,60930.8359375,4087.903076171875,21.38,14.57,1.1234375,-0.034482011403597745,0.0015625003178918462,0.5308352849336508,4.41288056206089,4.94371584699454,-4.79701584699454
377,0.1469,188.89,121.78,198.85,17.07,-28.51,-120.29,12.8,12.78,5.65,70.9,23.47,2021-10-25,63.92448425292969,63039.82421875,4217.876953125,18.03,13.34,0.9803125,0.020003582952615062,-0.0007809449830715742,0.5312500000000053,4.427109375,4.958359375000005,-4.811459375000005
378,0.1474,189.32,122.11,199.12,17.07,-28.52,-120.45,12.88,12.87,5.66,36.72,23.45,2021-10-26,62.827205657958984,60363.79296875,4131.10205078125,20.79,15.72,1.1409375,-0.017314262362733146,0.006230549750636083,0.5124223602484446,4.4096273291925465,4.922049689440991,-4.774649689440991
379,0.1464,189.76,122.44,199.4,17.07,-28.54,-120.61,12.92,12.9,5.67,33.45,23.44,2021-10-27,55.309810638427734,58482.38671875,3930.25732421875,22.2,15.11,1.1659375,-0.12743789041937426,0.0031007776782483454,0.5108359133126908,4.406191950464396,4.917027863777086,-4.7706278637770865
380,0.1461,190.2,122.77,199.68,17.07,-28.56,-120.76,12.97,12.95,5.68,18.42,23.43,2021-10-28,58.174434661865234,60622.13671875,4287.31884765625,22.65,14.36,1.1565625,0.0504956908931975,0.0038624999738967603,0.5088666152659959,4.399383191981495,4.908249807247491,-4.762149807247491
381,0.1459,190.64,123.11,199.96,17.07,-28.58,-120.91,13.01,13.0,5.69,14.74,23.42,2021-10-29,59.851173400878906,62227.96484375,4414.74658203125,22.5,13.88,1.136875,0.028415046254217202,0.003079294196061344,0.5226748654880914,4.396003074558032,4.918677940046123,-4.772777940046123
382,0.146,191.09,123.43,200.24,17.07,-28.59,-121.05,13.02,13.01,5.7,34.16,23.4,2021-10-30,60.74198532104492,61888.83203125,4325.650390625,21.17,13.19,1.07375,0.014774107138243231,0.0007683442560093567,0.49155145929340616,4.402995391705069,4.894546850998475,-4.748546850998475
383,0.146,191.55,123.76,200.51,17.07,-28.61,-121.18,13.06,13.04,5.71,30.76,23.39,2021-10-31,64.41033935546875,61318.95703125,4288.07421875,20.7,11.77,1.0146875,0.05863902457606862,0.0030674870678617516,0.505359877488512,4.400076569678408,4.90543644716692,-4.75943644716692
384,0.1461,192.01,124.09,200.79,17.07,-28.62,-121.32,13.09,13.08,5.72,24.87,23.38,2021-11-01,63.92739486694336,61004.40625,4324.626953125,21.35,12.33,1.0525,-0.007526185047393774,0.00229445607352341,0.5042016806722663,4.400534759358289,4.904736440030555,-4.758636440030555
385,0.1459,192.46,124.43,201.07,17.07,-28.64,-121.46,13.13,13.11,5.74,20.17,23.37,2021-11-02,64.78323364257812,63226.40234375,4584.798828125,22.48,12.33,1.0878125,0.013298845621302569,0.003051108392896573,0.5178979436405231,4.397410510281797,4.91530845392232,-4.76940845392232
386,0.1457,192.89,124.75,201.35,17.07,-28.66,-121.61,13.17,13.15,5.75,15.33,23.35,2021-11-03,64.05521392822266,62970.046875,4607.19384765625,23.33,13.49,1.150625,-0.011301400734373246,0.0030418274404846457,0.48595292331054396,4.39384965831435,4.879802581624894,-4.734102581624894
387,0.1456,193.34,125.09,201.62,17.07,-28.68,-121.77,13.2,13.19,5.76,15.12,23.34,2021-11-04,62.5294303894043,61452.23046875,4537.32421875,22.21,13.61,1.119375,-0.0241080969204992,0.0022753138371354176,0.5151515151515204,4.394090909090909,4.909242424242429,-4.763642424242429
388,0.1455,193.79,125.41,201.9,17.07,-28.69,-121.91,13.24,13.22,5.77,13.84,23.33,2021-11-05,63.65859603881836,61125.67578125,4486.2431640625,22.14,12.69,1.0884375,0.017897035414423,0.003025720916537189,0.48338368580059393,4.391012084592145,4.874395770392739,-4.728895770392739
389,0.1455,194.25,125.75,202.18,17.07,-28.7,-122.04,13.27,13.25,5.78,15.43,23.32,2021-11-06,61.93137741088867,61527.48046875,4521.5810546875,20.71,11.51,1.006875,-0.02750741143655322,0.002263297835253919,0.5124340617935244,4.391484551620196,4.903918613413721,-4.7584186134137205
390,0.1455,194.73,126.08,202.46,17.07,-28.71,-122.17,13.3,13.29,5.79,10.75,23.3,2021-11-07,62.59418487548828,63326.98828125,4620.5546875,20.04,11.32,0.98,0.010645424309824847,0.0022581868835920282,0.4962406015037568,4.392406015037594,4.888646616541351,-4.743146616541351
391,0.1455,195.19,126.41,202.74,17.07,-28.72,-122.3,13.3,13.28,5.8,40.42,23.29,2021-11-08,64.35102081298828,67566.828125,4812.08740234375,20.81,11.33,1.004375,0.02768041693762413,0.0,0.4962406015037568,4.402781954887217,4.899022556390975,-4.753522556390974
392,0.1463,195.65,126.74,203.01,17.07,-28.74,-122.44,13.31,13.29,5.81,55.56,23.28,2021-11-09,66.75120544433594,66971.828125,4735.06884765625,21.69,11.31,1.03125,0.03661955884245671,0.0007515971793119469,0.4958677685950387,4.40984222389181,4.905709992486849,-4.759409992486849
393,0.146,196.11,127.07,203.29,17.07,-28.75,-122.57,13.38,13.36,5.82,23.73,23.27,2021-11-10,63.60045623779297,64995.23046875,4636.17431640625,21.41,10.77,1.005625,-0.04835171233792046,0.005245422293062241,0.4932735426008943,4.397085201793722,4.890358744394616,-4.744358744394616
394,0.1454,196.58,127.4,203.57,17.07,-28.77,-122.69,13.4,13.38,5.83,27.84,23.26,2021-11-11,63.03602981567383,64949.9609375,4730.38427734375,21.63,10.36,0.9996875,-0.008914179116455756,0.0014936522567832178,0.49253731343285445,4.401044776119403,4.8935820895522575,-4.748182089552257
395,0.1456,197.05,127.73,203.85,17.07,-28.78,-122.82,13.45,13.43,5.85,15.66,23.24,2021-11-12,62.794654846191406,64155.94140625,4667.115234375,21.5,10.06,0.9862500000000001,-0.003836508816485562,0.003724399090982544,0.4907063197025997,4.3951672862453535,4.885873605947953,-4.740273605947953
396,0.1453,197.53,128.06,204.13,17.07,-28.79,-122.94,13.47,13.45,5.86,17.1,23.23,2021-11-13,63.02987289428711,64469.52734375,4651.46044921875,19.91,10.4,0.9471875000000001,0.0037388309946591036,0.0014858843744245398,0.4899777282850754,4.399331848552339,4.889309576837414,-4.744009576837414
397,0.1454,198.02,128.39,204.4,17.07,-28.79,-123.05,13.49,13.46,5.87,25.55,23.22,2021-11-14,62.56440734863281,65466.83984375,4626.35888671875,18.77,9.4,0.8803125,-0.007412243230517035,0.0014836797973916127,0.48925129725720395,4.403706449221645,4.892957746478849,-4.747557746478849
398,0.1457,198.52,128.73,204.68,17.07,-28.8,-123.15,13.52,13.5,5.88,21.59,23.21,2021-11-15,60.822261810302734,63557.87109375,4557.50390625,19.35,8.83,0.880625,-0.028240673549754014,0.0022214003951535055,0.5029585798816618,4.405029585798816,4.907988165680479,-4.762288165680479
399,0.1458,199.01,129.05,204.96,17.07,-28.81,-123.26,13.52,13.5,5.89,36.52,23.19,2021-11-16,56.23954772949219,60161.24609375,4216.365234375,19.66,9.35,0.9065624999999999,-0.07833566447615858,0.0,0.4733727810651207,4.4159023668639055,4.889275147929026,-4.743475147929026
400,0.1459,199.49,129.38,205.24,17.07,-28.81,-123.38,13.58,13.55,5.9,18.85,23.18,2021-11-17,56.16044235229492,60368.01171875,4287.59375,19.04,12.53,0.9865625,-0.0014075693458757144,0.004428051515732001,0.486008836524277,4.40699558173785,4.8930044182621275,-4.747104418262127
401,0.1456,199.97,129.71,205.51,17.07,-28.82,-123.51,13.59,13.57,5.91,16.58,23.17,2021-11-18,51.763980865478516,56942.13671875,4000.65087890625,18.32,13.84,1.005,-0.08151807901981334,0.0007361060325026259,0.48565121412805373,4.414348785871964,4.900000000000018,-4.754400000000018
402,0.1457,200.45,130.05,205.79,17.07,-28.83,-123.63,13.64,13.62,5.92,14.09,23.16,2021-11-19,53.799705505371094,58119.578125,4298.306640625,17.72,14.87,1.0184374999999999,0.03857343596474694,0.00367242425226344,0.49853372434018095,4.408724340175953,4.9072580645161334,-4.761558064516134
403,0.1455,200.92,130.38,206.07,17.07,-28.84,-123.76,13.67,13.65,5.94,12.34,23.15,2021-11-20,54.37587356567383,59697.1953125,4409.93115234375,17.95,14.01,0.99875,0.010652561580512199,0.0021969983205423205,0.4828090709582796,4.409363569861009,4.892172640819289,-4.7466726408192885
404,0.1456,201.41,130.71,206.35,17.07,-28.84,-123.87,13.67,13.65,5.95,40.16,23.13,2021-11-21,53.28694534301758,58730.4765625,4269.73291015625,16.98,13.82,0.9625,-0.02022918158170306,0.0,0.48280907095832115,4.420117044623262,4.902926115581583,-4.757326115581583
